Locus	Symbol	FunCatId	FunCatName
NCU07159	spr-7	14.13	protein/peptide degradation
NCU01666	ilv-4	01.01	amino acid metabolism
NCU01666	ilv-4	70.16	mitochondrion
NCU07865	None	70.10	nucleus
NCU07865	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU04601	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU04601	None	43.01.03.05	budding, cell polarity and filament formation
NCU07296	cot-1	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU07296	cot-1	30.01	cellular signalling
NCU07296	cot-1	40.01	cell growth / morphogenesis
NCU05849	None	32.05.03	defense related proteins
NCU05849	None	32.07.01	detoxification involving cytochrome P450
NCU03051	rbg-12	11.04.01	rRNA processing
NCU03051	rbg-12	16.03.03	RNA binding
NCU03051	rbg-12	70.10	nucleus
NCU02795	hda-2	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU02795	hda-2	11.02.03.04	transcriptional control
NCU02795	hda-2	14.07	protein modification
NCU02795	hda-2	42.10.03	organization of chromosome structure
NCU02795	hda-2	70.10.03	chromosome
NCU06242	None	14.04	protein targeting, sorting and translocation
NCU06242	None	16.13.01	sugar binding
NCU06242	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU06242	None	70.02	eukaryotic plasma membrane / membrane attached
NCU06242	None	70.08	Golgi
NCU06242	None	70.09	intracellular transport vesicles
NCU06242	None	70.22	endosome
NCU01323	coh	10.01.05	DNA recombination and DNA repair
NCU07897	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU00911	gt2-2	01.05.03	polysaccharide metabolism
NCU05644	gpit-1	14.04	protein targeting, sorting and translocation
NCU05644	gpit-1	14.07	protein modification
NCU05644	gpit-1	70.08	Golgi
NCU04177	None	14.07	protein modification
NCU04177	None	14.13	protein/peptide degradation
NCU06210	crp-86	12.01.01	ribosomal proteins
NCU00257	None	42.04.05	microtubule cytoskeleton
NCU08767	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU07471	fac-2	42.04.03	actin cytoskeleton
NCU01362	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02967	None	14.13	protein/peptide degradation
NCU07870	pola-1	10.01.03	DNA synthesis and replication
NCU07870	pola-1	70.10	nucleus
NCU00478	None	30.01.09.07	cAMP/cGMP mediated signal transduction
NCU01722	None	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU01722	None	70.10	nucleus
NCU04173	act	70.04	cytoskeleton
NCU01300	None	01.01.09.07.01	biosynthesis of histidine
NCU04510	gcy-3	01.05	C-compound and carbohydrate metabolism
NCU04510	gcy-3	70.03	cytoplasm
NCU02555	arp4	10.03.01	mitotic cell cycle and cell cycle control
NCU02555	arp4	20.09.14	cytoskeleton-dependent transport
NCU01831	None	11.02.03.01	general transcription activities
NCU08192	None	34.11	cellular sensing and response to external stimulus
NCU08192	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08807	cre-1	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU08807	cre-1	11.02.03.04	transcriptional control
NCU08807	cre-1	16.03.01	DNA binding
NCU09800	None	01.02	nitrogen, sulfur and selenium metabolism
NCU00813	None	14.01	protein folding and stabilization
NCU00813	None	70.07	endoplasmic reticulum
NCU00187	None	01.05	C-compound and carbohydrate metabolism
NCU00187	None	01.20	secondary metabolism
NCU06417	uc-6	01.05	C-compound and carbohydrate metabolism
NCU06417	uc-6	01.07	metabolism of vitamins, cofactors, and prosthetic groups
NCU01115	tsp-2	11.02.02	tRNA synthesis
NCU01115	tsp-2	11.04.02	tRNA processing
NCU08920	None	20.03.25	ABC transporters
NCU00326	None	40.20	cell aging
NCU03913	None	01.01	amino acid metabolism
NCU01439	ser-2	02.45	energy conversion and regeneration
NCU00914	stk-16	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU00914	stk-16	30.01	cellular signalling
NCU00457	None	12.04.01	translation initiation
NCU01272	mpr-6	14.13	protein/peptide degradation
NCU01272	mpr-6	16.17.09	heavy metal binding (Cu, Fe, Zn)
NCU08197	cyp450-20	20.01.15	electron transport
NCU08197	cyp450-20	41.01.03.01	fruit body development (sexually or asexually derived spores)
NCU02716	None	11.04.03.01	splicing
NCU02716	None	70.10	nucleus
NCU01378	None	01.01	amino acid metabolism
NCU01756	arp3	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU01756	arp3	70.04	cytoskeleton
NCU02724	None	11.02.03.04	transcriptional control
NCU02724	None	16.03.01	DNA binding
NCU03423	None	20.09.16	cellular export and secretion
NCU03423	None	70.27	extracellular / secretion proteins
NCU02366	tca-3	01.05	C-compound and carbohydrate metabolism
NCU02366	tca-3	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)
NCU02592	None	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU02592	None	18.02.01	enzymatic activity regulation / enzyme regulator
NCU02592	None	42.01	cell wall
NCU10016	None	01.02	nitrogen, sulfur and selenium metabolism
NCU03823	None	14.10	assembly of protein complexes
NCU01523	None	16.19.05	GTP binding
NCU01523	None	30.01	cellular signalling
NCU00338	apr-1	14.13	protein/peptide degradation
NCU00338	apr-1	32.05.05	virulence, disease factors
NCU00593	csn-2	10.03.01	mitotic cell cycle and cell cycle control
NCU00593	csn-2	30.01	cellular signalling
NCU05606	None	01.05.03	polysaccharide metabolism
NCU00658	None	20.09.14	cytoskeleton-dependent transport
NCU00658	None	42.04	cytoskeleton/structural proteins
NCU09565	cyp450-26	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism
NCU09565	cyp450-26	32.07.01	detoxification involving cytochrome P450
NCU09194	None	01.03.16	polynucleotide degradation
NCU00772	stk-6	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU00772	stk-6	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU00772	stk-6	30.01	cellular signalling
NCU02134	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU01593	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU01593	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU02178	sad-1	11.04.03.11	control of mRNA stability
NCU01041	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02481	None	01.05.06.07	C-2 compound and organic acid catabolism
NCU02481	None	02.04	glyoxylate cycle
NCU01966	crp-77	12.01	ribosome biogenesis
NCU02059	apr-3	14.13	protein/peptide degradation
NCU04307	None	14.04	protein targeting, sorting and translocation
NCU04307	None	70.16	mitochondrion
NCU02004	ser-3	01.01	amino acid metabolism
NCU02004	ser-3	01.02.03.01	sulfate assimilation
NCU10061	pca-1	10.03.02	meiosis
NCU10061	pca-1	11.02.03.04.01	transcription activation
NCU10061	pca-1	14.07.11	protein processing (proteolytic)
NCU10061	pca-1	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU10061	pca-1	16.01	protein binding
NCU10061	pca-1	16.03	nucleic acid binding
NCU10061	pca-1	32	CELL RESCUE, DEFENSE AND VIRULENCE
NCU10061	pca-1	36	SYSTEMIC INTERACTION WITH THE ENVIRONMENT
NCU10061	pca-1	41.05	animal development
NCU10061	pca-1	43.01.03	fungal and other eukaryotic cell type differentiation
NCU10061	pca-1	43.01.03.09	development of asco- basidio- or zygospore
NCU04298	None	01.01.09	metabolism of the cysteine - aromatic group
NCU07788	col-26	11.02.03.04	transcriptional control
NCU03826	eef1B-c	12.04.02	translation elongation
NCU03826	eef1B-c	70.03	cytoplasm
NCU02336	gt90-2	32.05.05	virulence, disease factors
NCU02336	gt90-2	42.27	extracellular / secretion proteins
NCU06484	None	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)
NCU01827	crp-58	12.01	ribosome biogenesis
NCU04819	trm-39	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)
NCU04819	trm-39	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU04788	None	16.19	nucleotide/nucleoside/nucleobase binding
NCU07915	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08325	pho-5	20.01.01.07.07	phosphate transport
NCU08325	pho-5	20.09.18	cellular import
NCU08325	pho-5	34.01.03.03	homeostasis of phosphate
NCU08325	pho-5	70.02	eukaryotic plasma membrane / membrane attached
NCU06068	col-25	01.02.07.01	regulation of nitrogen metabolism
NCU06068	col-25	11.02.03.04	transcriptional control
NCU06068	col-25	16.03.01	DNA binding
NCU06068	col-25	70.10	nucleus
NCU08117	None	01.01	amino acid metabolism
NCU08117	None	01.02	nitrogen, sulfur and selenium metabolism
NCU05752	nt	01.01.09.06.02	degradation of tryptophan
NCU03764	None	10.03.01	mitotic cell cycle and cell cycle control
NCU03764	None	70.04	cytoskeleton
NCU02771	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU02771	None	01.20.19.01	metabolism of porphyrins
NCU02771	None	70.03	cytoplasm
NCU01438	naf-1	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU01438	naf-1	14.10	assembly of protein complexes
NCU01438	naf-1	16.01	protein binding
NCU01438	naf-1	70.10	nucleus
NCU08502	crp-14	12.01.01	ribosomal proteins
NCU08502	crp-14	70.03	cytoplasm
NCU01412	pro-3	01.01	amino acid metabolism
NCU05296	spc-2	10.03.05.01	spindle pole body/centrosome and microtubule cycle
NCU05296	spc-2	70.05	centrosome
NCU01606	atp-4	02.11	electron transport and membrane-associated energy conservation
NCU01606	atp-4	02.13	respiration
NCU09659	None	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism
NCU09659	None	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism
NCU08848	None	01.02.07	regulation of nitrogen, sulfur and selenium metabolism
NCU08848	None	11.02.03.04	transcriptional control
NCU02291	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU04364	None	10.03.01.03	cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle)
NCU03458	None	70.04	cytoskeleton
NCU07722	rbg-40	11.04.01	rRNA processing
NCU07722	rbg-40	12.01	ribosome biogenesis
NCU09461	ap3-2	20.09.07	vesicular transport (Golgi network, etc.)
NCU00707	None	16.03.01	DNA binding
NCU00707	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02587	None	10.01.05.01	DNA repair
NCU02587	None	11.02.03.01.01	transcription initiation
NCU02587	None	11.02.03.04	transcriptional control
NCU02587	None	14.10	assembly of protein complexes
NCU08828	fox-2	01.06	lipid, fatty acid and isoprenoid metabolism
NCU08828	fox-2	02.25	oxidation of fatty acids
NCU03957	coq-7	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU03957	coq-7	01.20.15.03	metabolism of ubiquinone
NCU03957	coq-7	70.16	mitochondrion
NCU03991	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU03991	None	43.01.03.09	development of asco- basidio- or zygospore
NCU03237	div-2	10.03.01.03	cell cycle checkpoints (checkpoints of morphogenesis, DNA-damage,-replication, mitotic phase and spindle)
NCU02903	None	30.01	cellular signalling
NCU02903	None	32.05.05	virulence, disease factors
NCU02903	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU02903	None	70.02	eukaryotic plasma membrane / membrane attached
NCU02230	msh2	10.01.05.01	DNA repair
NCU06231	aap-16	20.01.07	amino acid/amino acid derivatives transport
NCU06231	aap-16	20.09.18	cellular import
NCU06310	None	01.04	phosphate metabolism
NCU06310	None	70.03	cytoplasm
NCU01546	None	01.20.19.01	metabolism of porphyrins
NCU01760	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08267	None	12.01	ribosome biogenesis
NCU08267	None	12.07	translational control
NCU05897	None	20.01.03	C-compound and carbohydrate transport
NCU07584	None	14.04	protein targeting, sorting and translocation
NCU07584	None	20.09.13	vacuolar/lysosomal transport
NCU03204	None	70.10	nucleus
NCU04044	nuo51	02.11	electron transport and membrane-associated energy conservation
NCU04044	nuo51	02.13.03	aerobic respiration
NCU04044	nuo51	20.01.15	electron transport
NCU04044	nuo51	70.16	mitochondrion
NCU05121	gh45-1	01.05.03	polysaccharide metabolism
NCU00536	None	01.01.09.03.01	biosynthesis of cysteine
NCU02634	rpn-13	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU07166	None	11.02.01	rRNA synthesis
NCU00104	hsp98	14.13	protein/peptide degradation
NCU00104	hsp98	16.19.03	ATP binding
NCU00104	hsp98	32.01.05	heat shock response
NCU03593	kal-1	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU03593	kal-1	43.01.03.06	hyphae formation
NCU06472	hat-1	14.07.01	modification with fatty acids (e.g. myristylation, palmitylation, farnesylation)
NCU06472	hat-1	70.03	cytoplasm
NCU06472	hat-1	70.10	nucleus
NCU05959	None	14.04	protein targeting, sorting and translocation
NCU05959	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU06304	None	16.19.05	GTP binding
NCU06304	None	30.01	cellular signalling
NCU06304	None	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU06304	None	41.01	fungal/microorganismic development
NCU10506	tgl-4	01.06	lipid, fatty acid and isoprenoid metabolism
NCU02624	erg-8	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism
NCU07182	crp-29	12.01	ribosome biogenesis
NCU07530	trm-35	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)
NCU07530	trm-35	20.09.18.07	non-vesicular cellular import
NCU07530	trm-35	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU07530	trm-35	70.02	eukaryotic plasma membrane / membrane attached
NCU03102	crp-19	12.01.01	ribosomal proteins
NCU03102	crp-19	70.03	cytoplasm
NCU08051	None	01.20.15	metabolism of derivatives of dehydroquinic acid, shikimic acid and chorismic acid
NCU06949	spr-6	14.13	protein/peptide degradation
NCU03368	None	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)
NCU03368	None	20.03	transport facilities
NCU03368	None	32.07	detoxification
NCU03368	None	34.01.01	homeostasis of cations
NCU03368	None	70.03	cytoplasm
NCU04352	chs-5	01.05.03	polysaccharide metabolism
NCU04352	chs-5	42.01	cell wall
NCU04697	cnh-1	01.02.02.09	catabolism of nitrogenous compounds
NCU04697	cnh-1	32.05.05	virulence, disease factors
NCU04697	cnh-1	32.07.09	detoxification by degradation
NCU01368	pcb-4	14.13	protein/peptide degradation
NCU01512	None	12.10	aminoacyl-tRNA-synthetases
NCU01512	None	70.16	mitochondrion
NCU07144	None	20.09.01	nuclear transport
NCU07144	None	70.10	nucleus
NCU01900	gh43-2	01.05.03	polysaccharide metabolism
NCU06347	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU04513	None	14.07.05	modification by ubiquitination, deubiquitination
NCU04513	None	14.13	protein/peptide degradation
NCU04144	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU04144	None	43.01.03	fungal and other eukaryotic cell type differentiation
NCU04144	None	43.01.03.09	development of asco- basidio- or zygospore
NCU02780	None	11.04.03.01	splicing
NCU08379	None	14.04	protein targeting, sorting and translocation
NCU08379	None	20.03	transport facilities
NCU04452	None	02.45	energy conversion and regeneration
NCU00465	None	14.01	protein folding and stabilization
NCU05851	None	01.20.35.01	metabolism of phenylpropanoids
NCU00032	pex8	20.09.03	peroxisomal transport
NCU03988	crp-50	12.01.01	ribosomal proteins
NCU03988	crp-50	70.03	cytoplasm
NCU05816	None	02.11	electron transport and membrane-associated energy conservation
NCU05816	None	02.13	respiration
NCU05816	None	70.16	mitochondrion
NCU09567	None	01.02	nitrogen, sulfur and selenium metabolism
NCU09567	None	32.01.03	osmotic and salt stress response
NCU05376	cyp450-10	32.05.03	defense related proteins
NCU01515	rpo-8	11.02.03	mRNA synthesis
NCU00203	nst-5	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU00203	nst-5	11.02.03.04	transcriptional control
NCU00203	nst-5	14.07	protein modification
NCU01644	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU01644	None	70.03	cytoplasm
NCU07920	None	01.05.11.07.01	aerobic aromate catabolism
NCU07920	None	01.25.09	extracellular lignin degradation
NCU00138	pre-1	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins
NCU00809	None	20.01.03	C-compound and carbohydrate transport
NCU00809	None	20.09.18.07	non-vesicular cellular import
NCU00809	None	70.02	eukaryotic plasma membrane / membrane attached
NCU00977	mrp-57	12.01.01	ribosomal proteins
NCU00977	mrp-57	70.16	mitochondrion
NCU00678	None	01.01.03.02.02	degradation of glutamate
NCU09026	None	01.05.03	polysaccharide metabolism
NCU09026	None	32.05.05	virulence, disease factors
NCU05800	None	16.03.01	DNA binding
NCU00135	None	01.06	lipid, fatty acid and isoprenoid metabolism
NCU00135	None	70.16	mitochondrion
NCU02240	gh61-1	01.05.03	polysaccharide metabolism
NCU05956	gh2-2	01.05.03	polysaccharide metabolism
NCU06176	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU05902	ap3-5	20.09.13	vacuolar/lysosomal transport
NCU05902	ap3-5	42.25	vacuole or lysosome
NCU02012	None	11.02.03	mRNA synthesis
NCU03887	None	32.01	stress response
NCU03887	None	32.05.01.03	chemical agent resistance
NCU03887	None	32.07	detoxification
NCU02966	msp-20	30.01	cellular signalling
NCU03485	None	14.04	protein targeting, sorting and translocation
NCU03485	None	70.03	cytoplasm
NCU09841	None	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU09841	None	30.01	cellular signalling
NCU08943	None	01.06.05	fatty acid metabolism
NCU05426	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU00199	nup-1	20.09.01	nuclear transport
NCU00199	nup-1	70.10	nucleus
NCU09847	None	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis
NCU09847	None	16.09	lipid binding
NCU09847	None	40.01.05	growth regulators / regulation of cell size
NCU09847	None	41.01.03.03	mycelium development (hyphae, vegetative thallus)
NCU05046	ena-1	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)
NCU05046	ena-1	20.03.22	transport ATPases
NCU05046	ena-1	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU05046	ena-1	70.02	eukaryotic plasma membrane / membrane attached
NCU09648	None	01.05	C-compound and carbohydrate metabolism
NCU09817	aro-7	01.01.09	metabolism of the cysteine - aromatic group
NCU00422	None	16.03.01	DNA binding
NCU08280	erg-7	01.06.06.11	tetracyclic and pentacyclic triterpenes (cholesterin, steroids and hopanoids) metabolism
NCU04041	drh-14	11.04.01	rRNA processing
NCU04041	drh-14	11.04.02	tRNA processing
NCU04041	drh-14	11.04.03	mRNA processing (splicing, 5'-, 3'-end processing)
NCU04041	drh-14	70.10	nucleus
NCU04799	pabp	16.03.03	RNA binding
NCU01337	None	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU03591	None	16.19.03	ATP binding
NCU03591	None	20.01.13	lipid/fatty acid transport
NCU03591	None	20.03.25	ABC transporters
NCU03591	None	70.25	vacuole or lysosome
NCU07580	mdk-1	10.03.01	mitotic cell cycle and cell cycle control
NCU07580	mdk-1	16.19.03	ATP binding
NCU07580	mdk-1	34.11	cellular sensing and response to external stimulus
NCU07580	mdk-1	40.01	cell growth / morphogenesis
NCU08353	paa-11	11.04.03.05	3'-end processing
NCU06042	None	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)
NCU09634	None	01.03.10	metabolism of cyclic and unusual nucleotides
NCU00649	nic-6	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups
NCU07437	eif1A	12.04.01	translation initiation
NCU07437	eif1A	70.03	cytoplasm
NCU01233	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU10008	tca-14	01.05	C-compound and carbohydrate metabolism
NCU10008	tca-14	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)
NCU10008	tca-14	70.16	mitochondrion
NCU01486	None	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU01486	None	11.02.03.01.04	transcription elongation
NCU01486	None	11.02.03.04	transcriptional control
NCU01486	None	14.07.04	modification by acetylation, deacetylation
NCU00334	None	11.04.01	rRNA processing
NCU04866	ada-6	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU04866	ada-6	11.02.03.04.01	transcription activation
NCU04866	ada-6	16.03.01	DNA binding
NCU03126	None	11.02.03.04	transcriptional control
NCU03126	None	16.03.01	DNA binding
NCU03126	None	40.01	cell growth / morphogenesis
NCU03126	None	70.10.03	chromosome
NCU05071	mpr-3	14.13	protein/peptide degradation
NCU08227	gh12-1	01.05.03	polysaccharide metabolism
NCU08439	abc-2	20.03.25	ABC transporters
NCU08439	abc-2	32.05.01	resistance proteins
NCU09649	None	01.04	phosphate metabolism
NCU09649	None	70.27	extracellular / secretion proteins
NCU03388	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU02681	None	14.04	protein targeting, sorting and translocation
NCU02681	None	20.03	transport facilities
NCU02681	None	20.09	transport routes
NCU02681	None	70.07	endoplasmic reticulum
NCU09803	None	14.07	protein modification
NCU09803	None	32.01	stress response
NCU08611	rtg2	01.05.25	regulation of C-compound and carbohydrate metabolism
NCU06254	None	11.04.02	tRNA processing
NCU06142	None	01.05	C-compound and carbohydrate metabolism
NCU06142	None	02.07	pentose-phosphate pathway
NCU07610	None	01.02	nitrogen, sulfur and selenium metabolism
NCU09425	gh94-1	01.05.03	polysaccharide metabolism
NCU09757	gpig-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU09757	gpig-1	42.01	cell wall
NCU04401	None	01.05	C-compound and carbohydrate metabolism
NCU04401	None	02.01	glycolysis and gluconeogenesis
NCU04401	None	02.07	pentose-phosphate pathway
NCU00823	rpn-11	20.01.27	drug/toxin transport
NCU00823	rpn-11	32.05.01	resistance proteins
NCU09747	vma-16	20.03.22	transport ATPases
NCU09747	vma-16	20.09.13	vacuolar/lysosomal transport
NCU09747	vma-16	70.25	vacuole or lysosome
NCU01598	None	01.20.37.05	metabolism of beta-lactams
NCU01341	None	11.02.03	mRNA synthesis
NCU01341	None	11.04.03.01	splicing
NCU07934	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU03804	cna-1	14.07	protein modification
NCU03804	cna-1	30.01	cellular signalling
NCU04275	mus-11	10.01.05.01	DNA repair
NCU09550	None	20.01.03	C-compound and carbohydrate transport
NCU09550	None	20.09.18.07	non-vesicular cellular import
NCU09550	None	70.02	eukaryotic plasma membrane / membrane attached
NCU04405	None	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU00930	tim10	14.04	protein targeting, sorting and translocation
NCU00930	tim10	70.16	mitochondrion
NCU01388	mnt-1	01.05	C-compound and carbohydrate metabolism
NCU01388	mnt-1	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU01459	ts	11.02.03.04	transcriptional control
NCU01418	ccg-6	43.01.03	fungal and other eukaryotic cell type differentiation
NCU01418	ccg-6	43.01.03.09	development of asco- basidio- or zygospore
NCU04050	cpc-1	01.01.13	regulation of amino acid metabolism
NCU04050	cpc-1	11.02.03.04.01	transcription activation
NCU04050	cpc-1	16.03.01	DNA binding
NCU04050	cpc-1	32.01.11	nutrient starvation response
NCU04050	cpc-1	70.10	nucleus
NCU01084	fes-2	98	CLASSIFICATION NOT YET CLEAR-CUT
NCU08685	ad-6	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism
NCU08685	ad-6	70.03	cytoplasm
NCU07386	mrp-1	12.01.01	ribosomal proteins
NCU07386	mrp-1	70.16	mitochondrion
NCU01465	None	20.09.07	vesicular transport (Golgi network, etc.)
NCU07564	None	20.01.01.01.01.01	siderophore-iron transport
NCU07564	None	20.09.18.07	non-vesicular cellular import
NCU07564	None	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)
NCU09349	drh-13	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU09349	drh-13	11.02.03	mRNA synthesis
NCU06110	None	16.01	protein binding
NCU00994	apr-2	01.25.03	extracellular protein degradation
NCU00994	apr-2	14.13	protein/peptide degradation
NCU00994	apr-2	70.27	extracellular / secretion proteins
NCU04622	None	11.02.03.04.01	transcription activation
NCU04622	None	16.03.01	DNA binding
NCU04622	None	70.10	nucleus
NCU07358	None	10.01.05.01	DNA repair
NCU07411	polt-1	10.01.03	DNA synthesis and replication
NCU00294	crp-74	12.01.01	ribosomal proteins
NCU00294	crp-74	70.03	cytoplasm
NCU00893	None	01.07	metabolism of vitamins, cofactors, and prosthetic groups
NCU00893	None	70.16	mitochondrion
NCU09249	pfo-4	14.01	protein folding and stabilization
NCU09249	pfo-4	42.04	cytoskeleton/structural proteins
NCU05042	None	01.05	C-compound and carbohydrate metabolism
NCU05042	None	01.20	secondary metabolism
NCU05313	mtp-2	42.16	mitochondrion
NCU05313	mtp-2	70.16	mitochondrion
NCU04192	None	14.13.04	lysosomal and vacuolar protein degradation
NCU04192	None	70.25	vacuole or lysosome
NCU02036	None	11.02.02	tRNA synthesis
NCU02036	None	11.04.02	tRNA processing
NCU02036	None	70.10	nucleus
NCU00692	hsp70-4	18.02.01.01	enzyme activator
NCU00692	hsp70-4	32.01	stress response
NCU00692	hsp70-4	32.05.01	resistance proteins
NCU05804	crp-52	12.01.01	ribosomal proteins
NCU05804	crp-52	70.10	nucleus
NCU03038	crp-21	12.01.01	ribosomal proteins
NCU03038	crp-21	70.03	cytoplasm
NCU04063	nup-20	20.01.10	protein transport
NCU04063	nup-20	20.09.07	vesicular transport (Golgi network, etc.)
NCU01919	None	14.13.01	cytoplasmic and nuclear protein degradation
NCU07331	None	11.04.01	rRNA processing
NCU07331	None	16.03.03	RNA binding
NCU09718	None	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU09718	None	14.07.02	modification with sugar residues (e.g. glycosylation, deglycosylation)
NCU07225	gh11-2	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism
NCU07225	gh11-2	32.10.07	degradation / modification of foreign (exogenous) polysaccharides
NCU01809	rbg-34	42.19	peroxisome
NCU01809	rbg-34	70.10	nucleus
NCU00758	None	20.01.03	C-compound and carbohydrate transport
NCU00758	None	20.03	transport facilities
NCU01473	mrp-51	12.01.01	ribosomal proteins
NCU01473	mrp-51	70.16	mitochondrion
NCU01142	nuo13.4	20.01.15	electron transport
NCU01142	nuo13.4	20.03	transport facilities
NCU01142	nuo13.4	70.16	mitochondrion
NCU02396	None	10.03.01	mitotic cell cycle and cell cycle control
NCU02396	None	70.16	mitochondrion
NCU05008	acp-1	01.06	lipid, fatty acid and isoprenoid metabolism
NCU05008	acp-1	02.11	electron transport and membrane-associated energy conservation
NCU05008	acp-1	16.13.03	fatty acid binding (e.g. acyl-carrier protein)
NCU05008	acp-1	70.16	mitochondrion
NCU07489	pzl-1	10.01.09.05	DNA conformation modification (e.g. chromatin)
NCU07489	pzl-1	10.03.04.05	chromosome segregation/division
NCU07489	pzl-1	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation
NCU03267	None	34.01.01	homeostasis of cations
NCU01963	eat-6	10.03.01	mitotic cell cycle and cell cycle control
NCU08850	mus-18	10.01.05.01	DNA repair
NCU05653	None	01.05	C-compound and carbohydrate metabolism
NCU11046	None	32.07	detoxification
NCU11046	None	34.01.03.05	homeostasis of chloride
NCU07190	gh6-3	01.05	C-compound and carbohydrate metabolism
NCU04449	None	12.10	aminoacyl-tRNA-synthetases
NCU06666	inl	01.05	C-compound and carbohydrate metabolism
NCU08627	crp-7	12.01.01	ribosomal proteins
NCU08627	crp-7	70.03	cytoplasm
NCU02184	chit-1	01.05	C-compound and carbohydrate metabolism
NCU05499	None	01.01.09.05.02	degradation of tyrosine
NCU06660	pmp-1	32.01	stress response
