OldLocus	OldGeneID	NewGeneID	NewLocus	RxnID	ReactionName	ReactionEqn	URL
NCU05924.5	7000006085086833	7000007580570005	NCU05924.7	3.2.1.8-RXN	EC# 3.2.1.8	xylan + H<SUB>2</SUB>O  &rarr;  xylobiose
NCU02096.5	7000006085186338	7000007580579895	NCU02096.7	R621-RXN	EC# 1.14.12.17	2 nitric oxide + NAD(P)H + 2 oxygen  &rarr;  2 nitrate + NAD(P)<sup>+</sup> + 3 H<SUP>+</SUP>
NCU02103.5	7000006085183238	7000007580563034	NCU02103.7	DNA-DIRECTED-RNA-POLYMERASE-RXN	EC# 2.7.7.6	a nucleoside triphosphate + RNA<sub>(n)</sub>  =  diphosphate + RNA<sub>(n+1)</sub>
NCU02109.5	7000006085183151	7000007580541004	NCU02109.7	NAG1P-URIDYLTRANS-RXN	EC# 2.7.7.23	<i>N</i>-acetyl-glucosamine-1-phosphate + UTP + H<SUP>+</SUP>  &rarr;  UDP-&alpha;-<i>N</i>-acetyl-D-glucosamine + diphosphate
NCU02113.5	7000006085183077	7000007580585026	NCU02113.7	UBIQUITIN--PROTEIN-LIGASE-RXN	EC# 6.3.2.19	a [protein]-L-lysine + a ubiquitin + ATP  =  a protein-<i>N</i>-ubiquityl-lysine + AMP + diphosphate
NCU02126.5	7000006085179647	7000007580540434	NCU02126.7	RXN2T-110	EC# 1.3.99.10	NAD<sup>+</sup> + isovaleryl-CoA  =  NADH + 3-methylcrotonyl-CoA + H<SUP>+</SUP>
NCU02126.5	7000006085179647	7000007580540434	NCU02126.7	ISOVALERYL-COA-FAD-RXN	EC# 1.3.99.10	isovaleryl-CoA + FAD + H<SUP>+</SUP>  &rarr;  3-methylcrotonyl-CoA + FADH<SUB>2</SUB>
NCU02126.5	7000006085179647	7000007580540434	NCU02126.7	RXN0-2301	EC# 1.3.99.10	isovaleryl-CoA + an oxidized electron acceptor  =  3-methylcrotonyl-CoA + a reduced electron acceptor + H<SUP>+</SUP>
NCU02127.5	7000006085179633	7000007580540283	NCU02127.7	METHYLCROTONYL-COA-CARBOXYLASE-RXN	EC# 6.4.1.4	ATP + 3-methylcrotonyl-CoA + bicarbonate  &rarr;  ADP + phosphate + 3-methylglutaconyl-CoA + H<SUP>+</SUP>
NCU02133.5	7000006085176826	7000007580559307	NCU02133.7	SUPEROX-DISMUT-RXN	EC# 1.15.1.1	2 superoxide<SUB>[mitochondrial lumen]</SUB> + 2 H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>  &rarr;  hydrogen peroxide<SUB>[mitochondrial lumen]</SUB> + oxygen<SUB>[mitochondrial lumen]</SUB>
NCU02136.5	7000006085176792	7000007580574521	NCU02136.7	TRANSALDOL-RXN	EC# 2.2.1.2	D-glyceraldehyde-3-phosphate + D-sedoheptulose-7-phosphate  &rarr;  D-fructose-6-phosphate + D-erythrose-4-phosphate
NCU02137.5	7000006085176773	7000007580575133	NCU02137.7	2.4.1.198-RXN	EC# 2.4.1.198	an L-1-phosphatidyl-inositol + UDP-&alpha;-<i>N</i>-acetyl-D-glucosamine  =  a 6-(<i>N</i>-acetyl-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + UDP
NCU02178.5	7000006085106275	7000007580582814	NCU02178.7	RNA-DIRECTED-RNA-POLYMERASE-RXN	EC# 2.7.7.48	RNA + RNA<sub>(n)</sub> + a nucleoside triphosphate  =  RNA + RNA<sub>(n+1)</sub> + diphosphate
NCU02184.5	7000006085106249	7000007580577955	NCU02184.7	3.2.1.14-RXN	EC# 3.2.1.14	EC# 3.2.1.14
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	4.1.1.80-RXN	EC# 4.1.1.80	4-hydroxyphenylpyruvate + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + (4-hydroxyphenyl)acetaldehyde
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PHENYLPYRUVATE-DECARBOXYLASE-RXN	EC# 4.1.1.43	phenylpyruvate + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + phenylacetaldehyde
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	4.1.1.72-RXN	EC# 4.1.1.72	2-keto-3-methyl-valerate + H<SUP>+</SUP>  &rarr;  2-methylbutanal + CO<SUB>2</SUB>
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PYRUVATE-DECARBOXYLASE-RXN	EC# 4.1.1.1	a 2-oxo acid + H<SUP>+</SUP>  =  CO<SUB>2</SUB> + an aldehyde
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	RXN2T-139	EC# 4.1.1.1	glyoxylate + H<SUP>+</SUP>  =  formaldehyde + CO<SUB>2</SUB>
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	RXN-6161	EC# 4.1.1.1	pyruvate + H<SUP>+</SUP>  &rarr;  acetaldehyde + CO<SUB>2</SUB>
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	RXN-7643	EC# 4.1.1.1	2-oxoisovalerate + H<SUP>+</SUP>  &rarr;  isobutanal + CO<SUB>2</SUB>
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	RXN-7692	EC# 4.1.1.1	4-methyl-2-oxopentanoate + H<SUP>+</SUP>  &rarr;  3-methylbutanal + CO<SUB>2</SUB>
NCU02201.5	7000006085099963	7000007580544009	NCU02201.7	LACCASE-RXN	EC# 1.10.3.2	4 a benzenediol + oxygen + 4 H<SUP>+</SUP>  =  4 a benzosemiquinone + 2 H<SUB>2</SUB>O
NCU02202.5	7000006085099967	7000007580558704	NCU02202.7	PROTEIN-KINASE-RXN	EC# 2.7.11.1	a protein + ATP  =  a phosphoprotein + ADP
NCU02216.5	7000006085100586	7000007580544062	NCU02216.7	3.2.1.101-RXN	EC# 3.2.1.101	EC# 3.2.1.101
NCU02226.5	7000006085100641	7000007580539872	NCU02226.7	5.3.1.23-RXN	EC# 5.3.1.23	5-methylthioribose-1-phosphate  &rarr;  5-methylthioribulose-1-phosphate
NCU02231.5	7000006085101781	7000007580547664	NCU02231.7	TRNA-GUANINE-N1--METHYLTRANSFERASE-RXN	EC# 2.1.1.31	a tRNA + <i>S</i>-adenosyl-L-methionine  =  <i>S</i>-adenosyl-L-homocysteine + tRNA containing N1-methylguanine
NCU02234.5	7000006085101794	7000007580547574	NCU02234.7	RXN2T-525	RXN2T-525	mek-1  &rarr;  Modified mek-1
NCU02234.5	7000006085101794	7000007580547574	NCU02234.7	2.7.11.25-RXN	EC# 2.7.11.25	ATP + mitogen-activated protein kinase kinase  =  ADP + phosphorylated mitogen-activated protein kinase kinase
NCU02234.5	7000006085101794	7000007580547574	NCU02234.7	PROTEIN-KINASE-RXN	EC# 2.7.11.1	a protein + ATP  =  a phosphoprotein + ADP
NCU02235.5	7000006085101799	7000007580555270	NCU02235.7	3.2.1.113-RXN	EC# 3.2.1.113	EC# 3.2.1.113
NCU02245.5	7000006085101893	7000007580539758	NCU02245.7	PROTEIN-KINASE-RXN	EC# 2.7.11.1	a protein + ATP  =  a phosphoprotein + ADP
NCU02247.5	7000006085099663	7000007580579777	NCU02247.7	2.1.1.73-RXN	EC# 2.1.1.37	a DNA cytosine + <i>S</i>-adenosyl-L-methionine  =  a DNA 5-methylcytosine + <i>S</i>-adenosyl-L-homocysteine
NCU02249.5	7000006085099671	7000007580544195	NCU02249.7	HISTONE-ACETYLTRANSFERASE-RXN	EC# 2.3.1.48	a histone + acetyl-CoA  =  an acetylated histone + coenzyme A
NCU02252.5	7000006085099684	7000007580584853	NCU02252.7	3PGAREARR-RXN	EC# 5.4.2.1	3-phospho-D-glycerate  &harr;  2-phospho-D-glycerate
NCU02257.5	7000006085099718	7000007580558708	NCU02257.7	PROTEIN-TYROSINE-PHOSPHATASE-RXN	EC# 3.1.3.48	a protein-L-tyrosine phosphate + H<SUB>2</SUB>O  =  phosphate + a [protein]-L-tyrosine
NCU02274.5	7000006085100079	7000007580551651	NCU02274.7	GLYOHMETRANS-RXN	EC# 2.1.2.1	L-serine + tetrahydrofolate + 2 H<SUP>+</SUP>  &harr;  glycine + 5,10-methylene-THF + H<SUB>2</SUB>O
NCU02280.5	7000006085100675	7000007580555264	NCU02280.7	NADH-DEHYDROG-A-RXN	EC# 1.6.5.3	NADH<SUB>[mitochondrial lumen]</SUB> + a ubiquinone + 5 H<SUP>+</SUP><SUB>[mitochondrial lumen]</SUB>  &rarr;  NAD<sup>+</sup><SUB>[mitochondrial lumen]</SUB> + a ubiquinol + 4 H<SUP>+</SUP>
NCU02280.5	7000006085100675	7000007580555264	NCU02280.7	NADH-DEHYDROGENASE-RXN	EC# 1.6.99.3	an oxidized electron acceptor + NADH  =  a reduced electron acceptor + NAD<sup>+</sup>
NCU02281.5	7000006085100681	7000007580562095	NCU02281.7	UBIQUITIN-THIOLESTERASE-RXN	EC# 3.1.2.15	a ubiquitin C-terminal thioester + H<SUB>2</SUB>O  =  a ubiquitin + a thiol
NCU02282.5	7000006085100686	7000007580540115	NCU02282.7	RXN3O-680	EC# 2.4.1.-	mannosyl-inositol-phosphorylceramide + an inositol phosphate + H<SUP>+</SUP>  &rarr;  mannosyl-diinositol-phosphorylceramide + H<SUB>2</SUB>O
NCU02282.5	7000006085100686	7000007580540115	NCU02282.7	RXN3O-581	EC# 2.4.1.-	an &alpha; hydroxyphytoceramide + an inositol phosphate  &rarr;  inositol-P-ceramide
NCU02282.5	7000006085100686	7000007580540115	NCU02282.7	CHLORIDE-PEROXIDASE-RXN	EC# 1.11.1.10	RH + chloride + hydrogen peroxide  =  RCl + 2 H<SUB>2</SUB>O
NCU02283.5	7000006085100690	7000007580551713	NCU02283.7	PROTEIN-KINASE-RXN	EC# 2.7.11.1	a protein + ATP  =  a phosphoprotein + ADP
NCU02289.5	7000006085101085	7000007580547792	NCU02289.7	UBIQUITIN--PROTEIN-LIGASE-RXN	EC# 6.3.2.19	a [protein]-L-lysine + a ubiquitin + ATP  =  a protein-<i>N</i>-ubiquityl-lysine + AMP + diphosphate
NCU02295.5	7000006085101113	7000007580571481	NCU02295.7	2.7.1.68-RXN	EC# 2.7.1.68	a 1-phosphatidyl-1D-<i>myo</i>-inositol 4-phosphate + ATP  &rarr;  a 1-phosphatidyl-1D-<i>myo</i>-inositol 4,5-bisphosphate + ADP
NCU02296.5	7000006085101118	7000007580574415	NCU02296.7	ALLANTOINASE-RXN	EC# 3.5.2.5	<i>S</i>-allantoin + H<SUB>2</SUB>O  &rarr;  allantoate + H<SUP>+</SUP>
NCU02299.5	7000006085101128	7000007580547505	NCU02299.7	2-HEXADECENAL-REDUCTASE-RXN	EC# 1.3.1.27	NADPH + 2-trans-Hexadecenal + H<SUP>+</SUP>  &rarr;  NADP<sup>+</sup> + palmitaldehyde
NCU02302.5	7000006085101803	7000007580551823	NCU02302.7	PHOSPHASERDECARB-RXN	EC# 4.1.1.65	an L-1-phosphatidylserine + H<SUP>+</SUP>  &rarr;  an L-1-phosphatidyl-ethanolamine + CO<SUB>2</SUB>
NCU02322.5	7000006085100106	7000007580543758	NCU02322.7	MANNPISOM-RXN	EC# 5.3.1.8	D-mannose 6-phosphate  &harr;  D-fructose-6-phosphate
NCU02325.5	7000006085100118	7000007580551797	NCU02325.7	GMP-SYN-GLUT-RXN	EC# 6.3.5.2	xanthosine-5-phosphate + L-glutamine + ATP + H<SUB>2</SUB>O  &rarr;  L-glutamate + GMP + diphosphate + AMP + 2 H<SUP>+</SUP>
NCU02333.5	7000006085100733	7000007580587364	NCU02333.7	RXN-34	EC# 3.5.3.1	L-canavanine + H<SUB>2</SUB>O  =  L-canaline + urea + H<SUP>+</SUP>
NCU02333.5	7000006085100733	7000007580587364	NCU02333.7	ARGINASE-RXN	EC# 3.5.3.1	L-arginine + H<SUB>2</SUB>O  &rarr;  urea + L-ornithine
NCU02343.5	7000006085100775	7000007580539627	NCU02343.7	3.2.1.55-RXN	EC# 3.2.1.55	EC# 3.2.1.55
NCU02349.5	7000006085101155	7000007580561937	NCU02349.7	BETA-LACTAMASE-RXN	EC# 3.5.2.6	a &beta;-lactam + H<SUB>2</SUB>O  =  a substituted &beta;-amino acid
NCU02366.5	7000006085101956	7000007580551639	NCU02366.7	ACONITATEDEHYDR-RXN	EC# 4.2.1.3	citrate  &rarr;  <i>cis</i>-aconitate + H<SUB>2</SUB>O
NCU02366.5	7000006085101956	7000007580551639	NCU02366.7	ACONITATEHYDR-RXN	EC# 4.2.1.3	<i>cis</i>-aconitate + H<SUB>2</SUB>O  &rarr;  D-<i>threo</i>-isocitrate
NCU02369.5	7000006085100164	7000007580544091	NCU02369.7	RXN-2103	EC# 3.2.1.15	(1,4-&alpha;-D-galacturonosyl)<sub>(n+m)</sub> + H<SUB>2</SUB>O  &rarr;  (1,4-&alpha;-D-galacturonosyl)<sub>(m)</sub> + (1,4-&alpha;-D-galacturonosyl)<sub>(m)</sub>
NCU02371.5	7000006085100172	7000007580539903	NCU02371.7	3.4.21.105-RXN	EC# 3.4.21.105	type-1 transmemberane domains  =  cleaved type-1 transmemberane domains
NCU02375.5	7000006085100197	7000007580558615	NCU02375.7	UBIQUITIN-THIOLESTERASE-RXN	EC# 3.1.2.15	a ubiquitin C-terminal thioester + H<SUB>2</SUB>O  =  a ubiquitin + a thiol
NCU02376.5	7000006085100205	7000007580558874	NCU02376.7	BETA-LACTAMASE-RXN	EC# 3.5.2.6	a &beta;-lactam + H<SUB>2</SUB>O  =  a substituted &beta;-amino acid
NCU02380.5	7000006085100789	7000007580551439	NCU02380.7	THREONINE--TRNA-LIGASE-RXN	EC# 6.1.1.3	tRNA<SUP>thr</SUP> + L-threonine + ATP + H<SUP>+</SUP>  &rarr;  L-threonyl-tRNA<SUP>thr</SUP> + diphosphate + AMP
NCU02381.5	7000006085100794	7000007580584886	NCU02381.7	PHOSPHASERSYN-RXN	EC# 2.7.8.8	a CDP-diacylglycerol + L-serine  &rarr;  CMP + an L-1-phosphatidylserine + H<SUP>+</SUP>
NCU02382.5	7000006085100800	7000007580548055	NCU02382.7	3.4.19.12-RXN	EC# 3.4.19.12	a ubiquitin C-terminal thioester + H<SUB>2</SUB>O  =  a thiol + a thiol + a ubiquitin
NCU02393.5	7000006085100856	7000007580565529	NCU02393.7	2.7.11.24-RXN	EC# 2.7.11.24	ATP + a protein  =  ADP + a phosphoprotein
NCU02393.5	7000006085100856	7000007580565529	NCU02393.7	PROTEIN-KINASE-RXN	EC# 2.7.11.1	a protein + ATP  =  a phosphoprotein + ADP
NCU02395.5	7000006085101216	7000007580577097	NCU02395.7	UROGENIIISYN-RXN	EC# 4.2.1.75	hydroxymethylbilane  &rarr;  uroporphyrinogen-III + H<SUB>2</SUB>O
NCU02396.5	7000006085101220	7000007580551656	NCU02396.7	THIOL-OXIDASE-RXN	EC# 1.8.3.2	4 R'C(R)SH + oxygen  =  2 R'C(R)S-S(R)CR' + 2 H<SUB>2</SUB>O
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	4.1.1.74-RXN	EC# 4.1.1.74	indole-3-pyruvate + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + indole acetaldehyde
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	4.1.1.80-RXN	EC# 4.1.1.80	4-hydroxyphenylpyruvate + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + (4-hydroxyphenyl)acetaldehyde
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	RXN-7704	RXN-7704	2-oxo-4-methylthiobutanoate + H<SUP>+</SUP>  &rarr;  3-methylthiopropanal + CO<SUB>2</SUB>
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PHENYLPYRUVATE-DECARBOXYLASE-RXN	EC# 4.1.1.43	phenylpyruvate + H<SUP>+</SUP>  &rarr;  CO<SUB>2</SUB> + phenylacetaldehyde
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	4.1.1.72-RXN	EC# 4.1.1.72	2-keto-3-methyl-valerate + H<SUP>+</SUP>  &rarr;  2-methylbutanal + CO<SUB>2</SUB>
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	PYRUVATE-DECARBOXYLASE-RXN	EC# 4.1.1.1	a 2-oxo acid + H<SUP>+</SUP>  =  CO<SUB>2</SUB> + an aldehyde
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	RXN2T-139	EC# 4.1.1.1	glyoxylate + H<SUP>+</SUP>  =  formaldehyde + CO<SUB>2</SUB>
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	RXN-6161	EC# 4.1.1.1	pyruvate + H<SUP>+</SUP>  &rarr;  acetaldehyde + CO<SUB>2</SUB>
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	RXN-7643	EC# 4.1.1.1	2-oxoisovalerate + H<SUP>+</SUP>  &rarr;  isobutanal + CO<SUB>2</SUB>
NCU02397.5	7000006085101224	7000007580562121	NCU02397.7	RXN-7692	EC# 4.1.1.1	4-methyl-2-oxopentanoate + H<SUP>+</SUP>  &rarr;  3-methylbutanal + CO<SUB>2</SUB>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	2OXOGLUTARATEDEH-RXN	&alpha;-ketoglutarate oxidative   decarboxylation	2-oxoglutarate<SUB>[mitochondrial lumen]</SUB> + NAD<sup>+</sup><SUB>[mitochondrial lumen]</SUB> + coenzyme A<SUB>[mitochondrial lumen]</SUB>  &rarr;  succinyl-CoA<SUB>[mitochondrial lumen]</SUB> + CO<SUB>2</SUB><SUB>[mitochondrial lumen]</SUB> + NADH<SUB>[mitochondrial lumen]</SUB>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	2KETO-3METHYLVALERATE-RXN	2KETO-3METHYLVALERATE-RXN	2-keto-3-methyl-valerate + NAD<sup>+</sup> + coenzyme A  &rarr;  <i>S</i>-2-methyl-butyryl-CoA + NADH + CO<SUB>2</SUB>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	GCVMULTI-RXN	GCVMULTI-RXN	NAD<sup>+</sup> + glycine + tetrahydrofolate + H<SUP>+</SUP>  &rarr;  ammonia + CO<SUB>2</SUB> + NADH + 5,10-methylene-THF
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	1.2.1.25-RXN	EC# 1.2.1.25	2-oxoisovalerate + NAD<sup>+</sup> + coenzyme A  &rarr;  isobutyryl-CoA + CO<SUB>2</SUB> + NADH
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	PYRUVDEH-RXN	EC# 1.2.1.-	pyruvate<SUB>[mitochondrial lumen]</SUB> + NAD<sup>+</sup><SUB>[mitochondrial lumen]</SUB> + coenzyme A<SUB>[mitochondrial lumen]</SUB>  &rarr;  acetyl-CoA<SUB>[mitochondrial lumen]</SUB> + CO<SUB>2</SUB><SUB>[mitochondrial lumen]</SUB> + NADH<SUB>[mitochondrial lumen]</SUB>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	1.8.1.4-RXN	EC# 1.8.1.4	[protein] <i>N<sup>6</sup></i>-(dihydrolipoyl)lysine + NAD<sup>+</sup>  =  [protein] <i>N<sup>6</sup></i>-(lipoyl)lysine + NADH + H<SUP>+</SUP>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	DIHYDLIPOXN-RXN	EC# 1.8.1.4	dihydrolipoamide + NAD<sup>+</sup>  =  lipoamide + NADH + H<SUP>+</SUP>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	RXN-7716	EC# 1.8.1.4	dihydrolipoyltranssuccinylase <i>N<sup>6</sup></i>-(dihydrolipoyl)lysine + NAD<sup>+</sup>  &rarr;  dihydrolipoyltranssuccinylase <i>N<sup>6</sup></i>-(lipoyl)lysine + NADH + H<SUP>+</SUP>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	RXN-7719	EC# 1.8.1.4	[lipoamide acyltransferase] <i>N<sup>6</sup></i>-(dihydrolipoyl)lysine + NAD<sup>+</sup>  &rarr;  [lipoamide acyltransferase] <i>N<sup>6</sup></i>-(lipoyl)lysine + NADH + H<SUP>+</SUP>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	RXN-8629	EC# 1.8.1.4	H-Gcv-protein-(dihydrolipoyl)lysine + NAD<sup>+</sup>  &rarr;  H-Gcv-protein-(lipoyl)lysine + NADH + H<SUP>+</SUP>
NCU02407.5	7000006085101973	7000007580547476	NCU02407.7	RXN0-1132	EC# 1.8.1.4	[lipoate acetyltransferase] <i>N<sup>6</sup></i>-(dihydrolipoyl)lysine + NAD<sup>+</sup>  &rarr;  [lipoate acetyltransferase] <i>N<sup>6</sup></i>-(lipoyl)lysine + NADH + H<SUP>+</SUP>
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	RXN2T-66	EC# 1.14.19.3	linoleoyl-CoA + NADH + oxygen + H<SUP>+</SUP>  &rarr;  linolenoyl-CoA + NAD<sup>+</sup> + 2 H<SUB>2</SUB>O
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	1.14.19.1-RXN	EC# 1.14.19.1	2 a ferrocytochrome <i>b<SUB>5</SUB></i> + stearoyl-CoA + oxygen + 2 H<SUP>+</SUP>  &rarr;  2 a ferricytochrome <i>b<sub>5</sub></i> + oleoyl-CoA + 2 H<SUB>2</SUB>O
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	RXN-9667	EC# 1.14.19.-	a lipid linoleoyl group + a reduced electron acceptor + oxygen  &rarr;  a lipid &alpha;-linolenoyl group + an oxidized electron acceptor + 2 H<SUB>2</SUB>O
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	RXN-9669	EC# 1.14.19.6	a lipid oleoyl-group + a reduced electron acceptor + oxygen  &rarr;  a lipid linoleoyl group + an oxidized electron acceptor + 2 H<SUB>2</SUB>O
NCU02408.5	7000006085101980	7000007580555486	NCU02408.7	1.14.19.3-RXN	EC# 1.14.19.3	linoleoyl-CoA + a reduced electron acceptor + oxygen + H<SUP>+</SUP>  &rarr;  &gamma;-linolenoyl-CoA + an oxidized electron acceptor + 2 H<SUB>2</SUB>O
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	2.3.1.158-RXN	EC# 2.3.1.158	a 1,2-diacylglycerol + a phospholipid  =  a triacylglycerol + a lysophospholipid
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-441	EC# 2.3.1.158	1-18:1-2-18:1-phosphatidylethanolamine + 1-16:0-2-18:1-diacylglycerol  =  1-16:0-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-408	EC# 2.3.1.158	1-18:1-2-18:1-phosphatidylethanolamine + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylcholine + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-374	EC# 2.3.1.158	1-18:1-2-18:1-phosphatidylethanolamine + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-373	EC# 2.3.1.158	1-18:2-2-18:2-phosphatidylethanolamine + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-372	EC# 2.3.1.158	1-18:2-2-18:3-phosphatidylethanolamine + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylcholine + 1-18:0-2-18:1-3-18:2-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-371	EC# 2.3.1.158	1-18:2-2-18:3-phosphatidylethanolamine + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylcholine + 1-18:0-2-18:1-3-18:3-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-370	EC# 2.3.1.158	phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylglycerol + 1-16:0-2-18:0-3-18:1-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-407	EC# 2.3.1.158	1-18:0-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:1-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-406	EC# 2.3.1.158	1-18:0-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:2-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-405	EC# 2.3.1.158	1-18:1-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:2-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-404	EC# 2.3.1.158	1-18:1-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:2-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-369	EC# 2.3.1.158	1-18:1-2-16:0-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-403	EC# 2.3.1.158	1-18:1-2-trans-16:1-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-368	EC# 2.3.1.158	1-18:1-2-trans-16:1-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-402	EC# 2.3.1.158	1-18:2-2-16:0-phosphatidylglycerol + 1-18:3-2-18:2-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:1-3-18:3-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-367	EC# 2.3.1.158	1-18:2-2-16:0-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:2-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-366	EC# 2.3.1.158	1-18:2-2-trans-16:1-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-365	EC# 2.3.1.158	1-18:3-2-16:0-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:3-lysophosphatidylglycerol + 1-16:0-2-18:0-3-20:0-triacylglycerol
NCU02416.5	7000006085100265	7000007580548028	NCU02416.7	RXN2T-364	EC# 2.3.1.158	1-18:3-2-trans-16:1-phosphatidylglycerol + 1-20:0-2-18:0-diacylglycerol  =  1-18:1-lysophosphatidylglycerol + 1-18:0-2-18:1-3-18:2-triacylglycerol
