OldLocus	OldGeneID	NewGeneID	NewLocus	PathwayID	PathwayName	URL
NCU05924.5	7000006085086833	7000007580570005	NCU05924.7	PWY2T-10	xylan degradation
NCU11920.5	7000006085098668	7000007580575375	NCU16553.7	CYSTEINE-DEG-PWY	L-cysteine degradation I
NCU10057.5	7000006085102608	7000007580555373	NCU10057.7	PWY-6100	L-carnitine biosynthesis
NCU12050.5	7000006085103944	7000007580584845	NCU12050.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU12137.5	7000006085085333	7000007580549340	NCU12137.7	MANNOSYL-CHITO-DOLICHOL-BIOSYNTHESIS	dolichyl-diphosphooligosaccharide biosynthesis
NCU00008.5	7000006085196899	7000007580551065	NCU00008.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU00008.5	7000006085196899	7000007580551065	NCU00008.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU00056.5	7000006085200428	7000007580574328	NCU00056.7	PWY-5966	fatty acid biosynthesis initiation II
NCU00087.5	7000006085205235	7000007580564897	NCU00087.7	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU00087.5	7000006085205235	7000007580564897	NCU00087.7	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU00106.5	7000006085207665	7000007580551000	NCU00106.7	PROSYN-PWY	proline biosynthesis I
NCU00135.5	7000006085197224	7000007580554828	NCU00135.7	PWY-5269	cardiolipin biosynthesis II
NCU00150.5	7000006085197600	7000007580564900	NCU00150.7	HISTSYN-PWY	histidine biosynthesis
NCU00168.5	7000006085198640	7000007580579702	NCU00168.7	TRIGLSYN-PWY	triacylglycerol biosynthesis
NCU00168.5	7000006085198640	7000007580579702	NCU00168.7	PWY-5667	CDP-diacylglycerol biosynthesis I
NCU00173.5	7000006085198733	7000007580539131	NCU00173.7	PWY-1801	formaldehyde oxidation II (glutathione-dependent)
NCU00177.5	7000006085200634	7000007580574159	NCU00177.7	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
NCU00187.5	7000006085200830	7000007580561542	NCU00187.7	PWY0-42	2-methylcitrate cycle I
NCU00194.5	7000006085203173	7000007580561726	NCU00194.7	ARG-PRO-PWY	arginine degradation VI (arginase 2 pathway)
NCU00200.5	7000006085203273	7000007580568299	NCU00200.7	TRPSYN-PWY	tryptophan biosynthesis
NCU00261.5	7000006085195578	7000007580554561	NCU00261.7	PWY-5687	pyrimidine ribonucleotides interconversion
NCU00293.5	7000006085197724	7000007580579741	NCU00293.7	PYRIDNUCSAL-PWY	NAD salvage pathway I
NCU00302.5	7000006085198921	7000007580558056	NCU00302.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU00302.5	7000006085198921	7000007580558056	NCU00302.7	PWY3DJ-12	ceramide biosynthesis
NCU00302.5	7000006085198921	7000007580558056	NCU00302.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU00355.5	7000006085205993	7000007580574033	NCU00355.7	DETOX1-PWY	superoxide radicals degradation
NCU00355.5	7000006085205993	7000007580574033	NCU00355.7	PWY66-162	ethanol degradation IV (peroxisomal)
NCU00369.5	7000006085208201	7000007580561490	NCU00369.7	COA-PWY	coenzyme A biosynthesis
NCU00378.5	7000006085211053	7000007580574281	NCU00378.7	PWY-6100	L-carnitine biosynthesis
NCU00378.5	7000006085211053	7000007580574281	NCU00378.7	PWY-5458	methylglyoxal degradation V
NCU00378.5	7000006085211053	7000007580574281	NCU00378.7	PWY-2724	fatty acid &omega;-oxidation
NCU00378.5	7000006085211053	7000007580574281	NCU00378.7	PWY-5760	&beta;-alanine biosynthesis V
NCU00378.5	7000006085211053	7000007580574281	NCU00378.7	PWY66-162	ethanol degradation IV (peroxisomal)
NCU00378.5	7000006085211053	7000007580574281	NCU00378.7	PWY66-21	ethanol degradation II (cytosol)
NCU00405.5	7000006085195884	7000007580543139	NCU00405.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU00409.5	7000006085195903	7000007580539417	NCU00409.7	PHESYN	phenylalanine biosynthesis I
NCU00438.5	7000006085199313	7000007580576890	NCU00438.7	SALVADEHYPOX-PWY	salvage pathways of adenine, hypoxanthine, and their nucleosides
NCU00447.5	7000006085201272	7000007580554908	NCU00447.7	SPHINGOLIPID-SYN-PWY	sphingolipid metabolism
NCU00447.5	7000006085201272	7000007580554908	NCU00447.7	PWY3DJ-12	ceramide biosynthesis
NCU00447.5	7000006085201272	7000007580554908	NCU00447.7	PWY2T-23	sphingolipid metabolism (Neurosospora)
NCU00461.5	7000006085203731	7000007580539450	NCU00461.7	ALACAT2-PWY	alanine degradation II (to D-lactate)
NCU00461.5	7000006085203731	7000007580539450	NCU00461.7	GLUTAMATE-DEG1-PWY	glutamate degradation I
NCU00461.5	7000006085203731	7000007580539450	NCU00461.7	PWY-5675-1	nitrate reduction V (assimilatory)
NCU00463.5	7000006085203776	7000007580539188	NCU00463.7	PWY-5651	tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde
NCU00463.5	7000006085203776	7000007580539188	NCU00463.7	PWY-6309	tryptophan degradation XI (mammalian, via kynurenine)
NCU00466.5	7000006085203850	7000007580561519	NCU00466.7	PWY-5921	L-glutamine biosynthesis II (tRNA-dependent)
NCU00466.5	7000006085203850	7000007580561519	NCU00466.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU00519.5	7000006085179014	7000007580544475	NCU00519.7	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)
NCU00519.5	7000006085179014	7000007580544475	NCU00519.7	NONOXIPENT-PWY-1	pentose phosphate pathway (non-oxidative branch)
NCU00536.5	7000006085195316	7000007580540991	NCU00536.7	PWY-5344	homocysteine biosynthesis
NCU00536.5	7000006085195316	7000007580540991	NCU00536.7	PWY2T-24	cysteine and methionine metabolism
NCU00554.5	7000006085194746	7000007580577888	NCU00554.7	HOMOSERSYN-PWY	homoserine biosynthesis
NCU00567.5	7000006085194121	7000007580565907	NCU00567.7	GLUTORN-PWY	ornithine biosynthesis
NCU00567.5	7000006085194121	7000007580565907	NCU00567.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU00575.5	7000006085193479	7000007580548216	NCU00575.7	PWY2T-19	cell wall biosynthesis (neurospora)
NCU00575.5	7000006085193479	7000007580548216	NCU00575.7	PWY-621-1	sucrose degradation III
NCU00585.5	7000006085193433	7000007580577844	NCU00585.7	PWY-5943	&beta;-carotene biosynthesis
NCU00585.5	7000006085193433	7000007580577844	NCU00585.7	PWY-6287	neurosporene biosynthesis
NCU00585.5	7000006085193433	7000007580577844	NCU00585.7	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)
NCU00585.5	7000006085193433	7000007580577844	NCU00585.7	PWY-6681	neurosporaxanthin biosynthesis
NCU00602.5	7000006085191486	7000007580548756	NCU00602.7	PWY-5194	siroheme biosynthesis
NCU00629.5	7000006085185019	7000007580572251	NCU00629.7	PWY2T-1450	xylose fermentation
NCU00629.5	7000006085185019	7000007580572251	NCU00629.7	PWY-5484	glycolysis II
NCU00629.5	7000006085185019	7000007580572251	NCU00629.7	GLYCOLYSIS-1	glycolysis I
NCU00642.5	7000006085181986	7000007580585014	NCU00642.7	BGALACT-PWY	lactose degradation III
NCU00643.5	7000006085181949	7000007580540531	NCU00643.7	PWY-4101	sorbitol degradation I
NCU00643.5	7000006085181949	7000007580540531	NCU00643.7	PWY-5515	L-arabinose degradation II
NCU00649.5	7000006085178964	7000007580583134	NCU00649.7	PYRIDNUCSAL-PWY	NAD salvage pathway I
NCU00655.5	7000006085178873	7000007580559661	NCU00655.7	PWY-5972	stearate biosynthesis I (animals)
NCU00656.5	7000006085178856	7000007580588003	NCU00656.7	PWY-6352	3-phosphoinositide biosynthesis
NCU00667.5	7000006085176098	7000007580566281	NCU00667.7	PWY2T-14	aerobic xylose fermentation
NCU00667.5	7000006085176098	7000007580566281	NCU00667.7	PWY2T-15	aerobic xylose fermentation
NCU00667.5	7000006085176098	7000007580566281	NCU00667.7	PWY2T-2574	aerobic respiration
NCU00709.5	7000006085194710	7000007580551970	NCU00709.7	PWY2T-10	xylan degradation
NCU00712.5	7000006085194696	7000007580585651	NCU00712.7	PWY-922	mevalonate pathway I
NCU00720.5	7000006085194652	7000007580544944	NCU00720.7	PWY-5481	pyruvate fermentation to lactate
NCU00742.5	7000006085193382	7000007580562781	NCU00742.7	PWY-5667	CDP-diacylglycerol biosynthesis I
NCU00742.5	7000006085193382	7000007580562781	NCU00742.7	PWY-6118	glycerol-3-phosphate shuttle
NCU00743.5	7000006085193377	7000007580559642	NCU00743.7	PWY-5941-1	glycogen degradation II
NCU00743.5	7000006085193377	7000007580559642	NCU00743.7	PWY-5941	glycogen degradation II
NCU00743.5	7000006085193377	7000007580559642	NCU00743.7	GLYCOCAT-PWY	glycogen degradation I
NCU00762.5	7000006085188133	7000007580545000	NCU00762.7	PWY2T-7	cellulose degradation
NCU00762.5	7000006085188133	7000007580545000	NCU00762.7	PWY-6788	cellulose degradation II (fungi)
NCU00762.5	7000006085188133	7000007580545000	NCU00762.7	PWY2T-42	cellulose degradation III (neurospora)
NCU00775.5	7000006085184813	7000007580562901	NCU00775.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU00776.5	7000006085184793	7000007580548862	NCU00776.7	PWY-5404	betaxanthin biosynthesis (via dopaxanthin)
NCU00776.5	7000006085184793	7000007580548862	NCU00776.7	PWY-5439	betacyanin biosynthesis (via dopamine)
NCU00780.5	7000006085184713	7000007580552184	NCU00780.7	ALACAT2-PWY	alanine degradation II (to D-lactate)
NCU00780.5	7000006085184713	7000007580552184	NCU00780.7	FERMENTATION-PWY	mixed acid fermentation
NCU00810.5	7000006085178393	7000007580562451	NCU00810.7	BGALACT-PWY	lactose degradation III
NCU00837.5	7000006085172893	7000007580585319	NCU00837.7	OXIDATIVEPENT-PWY-1	pentose phosphate pathway (oxidative branch)
NCU00837.5	7000006085172893	7000007580585319	NCU00837.7	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)
NCU00843.5	7000006085172755	7000007580555695	NCU00843.7	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU00843.5	7000006085172755	7000007580555695	NCU00843.7	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I
NCU00891.5	7000006085194015	7000007580574597	NCU00891.7	PWY-4101	sorbitol degradation I
NCU00891.5	7000006085194015	7000007580574597	NCU00891.7	LARABITOLUTIL-PWY	xylitol degradation
NCU00892.5	7000006085194010	7000007580587671	NCU00892.7	PWY2T-24	cysteine and methionine metabolism
NCU00892.5	7000006085194010	7000007580587671	NCU00892.7	PWY-2161	folate polyglutamylation I
NCU00893.5	7000006085194007	7000007580540889	NCU00893.7	PWY-2161	folate polyglutamylation I
NCU00915.5	7000006085193306	7000007580566270	NCU00915.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU00920.5	7000006085191154	7000007580540805	NCU00920.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU00931.5	7000006085190977	7000007580544989	NCU00931.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU00936.5	7000006085187948	7000007580572216	NCU00936.7	PWY-6537	4-aminobutyrate degradation II
NCU00936.5	7000006085187948	7000007580572216	NCU00936.7	GLUDEG-I-PWY	glutamate degradation III (via 4-aminobutyrate)
NCU00936.5	7000006085187948	7000007580572216	NCU00936.7	PWY-6535	4-aminobutyrate degradation I
NCU00943.5	7000006085187843	7000007580582761	NCU00943.7	PWY0-1182	trehalose degradation II (trehalase)
NCU00959.5	7000006085184392	7000007580540408	NCU00959.7	PWY-4302	aerobic respiration -- electron donor III
NCU00959.5	7000006085184392	7000007580540408	NCU00959.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU00959.5	7000006085184392	7000007580540408	NCU00959.7	PWY-3781	aerobic respiration -- electron donor II
NCU00959.5	7000006085184392	7000007580540408	NCU00959.7	PWY-561	superpathway of glyoxylate cycle
NCU00963.5	7000006085181533	7000007580575155	NCU00963.7	PWY-1722	formaldehyde oxidation V (tetrahydrofolate pathway)
NCU00963.5	7000006085181533	7000007580575155	NCU00963.7	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU00963.5	7000006085181533	7000007580575155	NCU00963.7	P164-PWY	purine nucleotides degradation III (anaerobic)
NCU00963.5	7000006085181533	7000007580575155	NCU00963.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
NCU00963.5	7000006085181533	7000007580575155	NCU00963.7	PWY-3841	formylTHF biosynthesis II
NCU00963.5	7000006085181533	7000007580575155	NCU00963.7	PWY-2201	folate transformations
NCU00963.5	7000006085181533	7000007580575155	NCU00963.7	1CMET2-PWY	formylTHF biosynthesis I
NCU00969.5	7000006085181397	7000007580580135	NCU00969.7	PWY-4302	aerobic respiration -- electron donor III
NCU00969.5	7000006085181397	7000007580580135	NCU00969.7	PWY2T-14	aerobic xylose fermentation
NCU00969.5	7000006085181397	7000007580580135	NCU00969.7	PWY2T-15	aerobic xylose fermentation
NCU00969.5	7000006085181397	7000007580580135	NCU00969.7	PWY2T-2574	aerobic respiration
NCU00969.5	7000006085181397	7000007580580135	NCU00969.7	PWY-3781	aerobic respiration -- electron donor II
NCU00969.5	7000006085181397	7000007580580135	NCU00969.7	PWY2T-21	redox potential pathway
NCU00985.5	7000006085178119	7000007580551943	NCU00985.7	BGALACT-PWY	lactose degradation III
NCU01013.5	7000006084969634	7000007580586848	NCU01013.7	PWY-5189	tetrapyrrole biosynthesis II
NCU01083.5	7000006084960096	7000007580542863	NCU01083.7	BSUBPOLYAMSYN-PWY	spermidine biosynthesis I
NCU01083.5	7000006084960096	7000007580542863	NCU01083.7	ARGSPECAT-PWY	spermine biosynthesis
NCU01103.5	7000006084961774	7000007580554028	NCU01103.7	CYANCAT-PWY	cyanate degradation
NCU01119.5	7000006084964697	7000007580567535	NCU01119.7	PWY-6132	lanosterol biosynthesis
NCU01157.5	7000006084970262	7000007580546760	NCU01157.7	GLUTATHIONESYN-PWY	glutathione biosynthesis
NCU01162.5	7000006084970435	7000007580561234	NCU01162.7	PWY2T-7	cellulose degradation
NCU01162.5	7000006084970435	7000007580561234	NCU01162.7	PWY-6788	cellulose degradation II (fungi)
NCU01162.5	7000006084970435	7000007580561234	NCU01162.7	PWY2T-42	cellulose degradation III (neurospora)
NCU01169.5	7000006084971788	7000007580557611	NCU01169.7	PWY-4302	aerobic respiration -- electron donor III
NCU01169.5	7000006084971788	7000007580557611	NCU01169.7	PWY2T-14	aerobic xylose fermentation
NCU01169.5	7000006084971788	7000007580557611	NCU01169.7	PWY2T-15	aerobic xylose fermentation
NCU01169.5	7000006084971788	7000007580557611	NCU01169.7	PWY2T-2574	aerobic respiration
NCU01169.5	7000006084971788	7000007580557611	NCU01169.7	PWY-3781	aerobic respiration -- electron donor II
NCU01169.5	7000006084971788	7000007580557611	NCU01169.7	PWY2T-21	redox potential pathway
NCU01175.5	7000006084971969	7000007580567519	NCU01175.7	PWY-5122	geranyl diphosphate biosynthesis
NCU01175.5	7000006084971969	7000007580567519	NCU01175.7	PWY-5123	<i>trans, trans</i>-farnesyl diphosphate biosynthesis I
NCU01195.5	7000006084958492	7000007580561161	NCU01195.7	GLUTSYNIII-PWY	glutamate biosynthesis III
NCU01195.5	7000006084958492	7000007580561161	NCU01195.7	PWY-5675-1	nitrate reduction V (assimilatory)
NCU01207.5	7000006084959239	7000007580542748	NCU01207.7	PWY2T-14	aerobic xylose fermentation
NCU01207.5	7000006084959239	7000007580542748	NCU01207.7	PWY2T-15	aerobic xylose fermentation
NCU01207.5	7000006084959239	7000007580542748	NCU01207.7	PWY2T-2574	aerobic respiration
NCU01213.5	7000006084959307	7000007580581857	NCU01213.7	DETOX1-PWY	superoxide radicals degradation
NCU01227.5	7000006084959445	7000007580573662	NCU01227.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU01258.5	7000006084962088	7000007580579409	NCU01258.7	CYANCAT-PWY	cyanate degradation
NCU01266.5	7000006084962339	7000007580564362	NCU01266.7	LIPASYN-PWY	phospholipases
NCU01270.5	7000006084972550	7000007580554359	NCU01270.7	PWY0-662	PRPP biosynthesis I
NCU01271.5	7000006084972595	7000007580586998	NCU01271.7	PWY-46	putrescine biosynthesis III
NCU01300.5	7000006084973809	7000007580554084	NCU01300.7	HISTSYN-PWY	histidine biosynthesis
NCU01328.5	7000006084989443	7000007580581895	NCU01328.7	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)
NCU01328.5	7000006084989443	7000007580581895	NCU01328.7	NONOXIPENT-PWY-1	pentose phosphate pathway (non-oxidative branch)
NCU01332.5	7000006084992144	7000007580582023	NCU01332.7	PWY2T-14	aerobic xylose fermentation
NCU01332.5	7000006084992144	7000007580582023	NCU01332.7	PWY2T-15	aerobic xylose fermentation
NCU01332.5	7000006084992144	7000007580582023	NCU01332.7	PWY2T-2574	aerobic respiration
NCU01337.5	7000006084992486	7000007580546376	NCU01337.7	PWY-2161	folate polyglutamylation I
NCU01337.5	7000006084992486	7000007580546376	NCU01337.7	FOLSYN-PWY	tetrahydrofolate biosynthesis
NCU01337.5	7000006084992486	7000007580546376	NCU01337.7	PWY-3841	formylTHF biosynthesis II
NCU01337.5	7000006084992486	7000007580546376	NCU01337.7	1CMET2-PWY	formylTHF biosynthesis I
NCU01412.5	7000006085007926	7000007580567891	NCU01412.7	PROSYN-PWY	proline biosynthesis I
NCU01427.5	7000006085010153	7000007580576429	NCU01427.7	PWY-5120	geranylgeranyldiphosphate biosynthesis
NCU01428.5	7000006085000817	7000007580564448	NCU01428.7	PWY-5691	urate degradation to allantoin
NCU01429.5	7000006085000785	7000007580542866	NCU01429.7	SERSYN-PWY	serine biosynthesis
NCU01439.5	7000006084998594	7000007580584454	NCU01439.7	SERSYN-PWY	serine biosynthesis
NCU01443.5	7000006084995635	7000007580554010	NCU01443.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU01446.5	7000006084995476	7000007580561141	NCU01446.7	PWY0-163	salvage pathways of pyrimidine ribonucleotides
NCU01449.5	7000006084993578	7000007580567547	NCU01449.7	PWY-6168	flavin biosynthesis III (fungi)
NCU01512.5	7000006085090748	7000007580563180	NCU01512.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU01517.5	7000006085090675	7000007580563201	NCU01517.7	PWY-5767	glycogen degradation III
NCU01528.5	7000006085099215	7000007580575362	NCU01528.7	PWY2T-1450	xylose fermentation
NCU01528.5	7000006085099215	7000007580575362	NCU01528.7	PWY-5484	glycolysis II
NCU01528.5	7000006085099215	7000007580575362	NCU01528.7	GLUCONEO-PWY	gluconeogenesis I
NCU01528.5	7000006085099215	7000007580575362	NCU01528.7	GLYCOLYSIS-1	glycolysis I
NCU01546.5	7000006085098821	7000007580563127	NCU01546.7	HEME-BIOSYNTHESIS-II	heme biosynthesis from uroporphyrinogen-III I
NCU01550.5	7000006085098718	7000007580541341	NCU01550.7	PWY-6126-1	adenosine nucleotides <i>de novo</i> biosynthesis
NCU01611.5	7000006085097902	7000007580556542	NCU01611.7	PWY-6111-1	mitochondrial L-carnitine shuttle pathway II (fungi)
NCU01632.5	7000006085097536	7000007580572539	NCU01632.7	PWY-6416	quinate degradation II
NCU01632.5	7000006085097536	7000007580572539	NCU01632.7	PWY-6164	3-dehydroquinate biosynthesis I
NCU01632.5	7000006085097536	7000007580572539	NCU01632.7	ARO-PWY	chorismate biosynthesis I
NCU01652.5	7000006085096973	7000007580545203	NCU01652.7	PWY-5344	homocysteine biosynthesis
NCU01666.5	7000006085095620	7000007580583530	NCU01666.7	ILEUSYN-PWY	isoleucine biosynthesis I (from threonine)
NCU01666.5	7000006085095620	7000007580583530	NCU01666.7	VALSYN-PWY	valine biosynthesis
NCU01666.5	7000006085095620	7000007580583530	NCU01666.7	PWY-5939	(<i>R</i>)-acetoin biosynthesis II
NCU01667.5	7000006085095610	7000007580556492	NCU01667.7	ARGSYNBSUB-PWY-1	arginine biosynthesis II (acetyl cycle)
NCU01692.5	7000006085094353	7000007580541396	NCU01692.7	GLYOXYLATE-BYPASS	glyoxylate cycle
NCU01692.5	7000006085094353	7000007580541396	NCU01692.7	PWY-5690	TCA cycle variation III (eukaryotic)
NCU01692.5	7000006085094353	7000007580541396	NCU01692.7	FERMENTATION-PWY	mixed acid fermentation
NCU01744.5	7000006085090536	7000007580572575	NCU01744.7	GLUGLNSYN-PWY	glutamate biosynthesis IV
NCU01744.5	7000006085090536	7000007580572575	NCU01744.7	PWY-5675-1	nitrate reduction V (assimilatory)
NCU01747.5	7000006085090473	7000007580566365	NCU01747.7	PWY0-381	glycerol degradation I
NCU01753.5	7000006085090353	7000007580556380	NCU01753.7	PWY-4041	&gamma;-glutamyl cycle
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY-5081	tryptophan degradation VIII (to tryptophol)
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY66-21	ethanol degradation II (cytosol)
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY2T-9	cellulose conversion to ethanol
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY-5486	pyruvate fermentation to ethanol II
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY2T-11	xylose conversion to ethanol
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY2T-1450	xylose fermentation
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	FERMENTATION-PWY	mixed acid fermentation
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY-5057	valine degradation II
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY-5076	leucine degradation III
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY-5078	isoleucine degradation II
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY-5079	phenylalanine degradation III
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY-5082	methionine degradation III
NCU01754.5	7000006085090325	7000007580559770	NCU01754.7	PWY3O-4108-1	tyrosine degradation III
NCU01765.5	7000006085089356	7000007580578190	NCU01765.7	PWY-4302	aerobic respiration -- electron donor III
NCU01765.5	7000006085089356	7000007580578190	NCU01765.7	PWY2T-14	aerobic xylose fermentation
NCU01765.5	7000006085089356	7000007580578190	NCU01765.7	PWY2T-15	aerobic xylose fermentation
NCU01765.5	7000006085089356	7000007580578190	NCU01765.7	PWY2T-2574	aerobic respiration
NCU01765.5	7000006085089356	7000007580578190	NCU01765.7	PWY-3781	aerobic respiration -- electron donor II
NCU01765.5	7000006085089356	7000007580578190	NCU01765.7	PWY2T-21	redox potential pathway
NCU01786.5	7000006085099189	7000007580553029	NCU01786.7	PWY0-662	PRPP biosynthesis I
NCU01816.5	7000006085098443	7000007580560032	NCU01816.7	PWY-5697	allantoin degradation to ureidoglycolate I (urea producing)
NCU01830.5	7000006085098172	7000007580583246	NCU01830.7	TYRFUMCAT-PWY	tyrosine degradation I
NCU01859.5	7000006085168812	7000007580540617	NCU01859.7	PWY-4302	aerobic respiration -- electron donor III
NCU01859.5	7000006085168812	7000007580540617	NCU01859.7	PWY2T-14	aerobic xylose fermentation
NCU01859.5	7000006085168812	7000007580540617	NCU01859.7	PWY2T-15	aerobic xylose fermentation
NCU01859.5	7000006085168812	7000007580540617	NCU01859.7	PWY2T-2574	aerobic respiration
NCU01859.5	7000006085168812	7000007580540617	NCU01859.7	PWY-3781	aerobic respiration -- electron donor II
NCU01859.5	7000006085168812	7000007580540617	NCU01859.7	PWY2T-21	redox potential pathway
NCU01870.5	7000006085168673	7000007580540827	NCU01870.7	PWY2T-1450	xylose fermentation
NCU01870.5	7000006085168673	7000007580540827	NCU01870.7	PWY-5484	glycolysis II
NCU01870.5	7000006085168673	7000007580540827	NCU01870.7	GLUCONEO-PWY	gluconeogenesis I
NCU01870.5	7000006085168673	7000007580540827	NCU01870.7	GLYCOLYSIS-1	glycolysis I
NCU01900.5	7000006085104820	7000007580552362	NCU01900.7	PWY2T-10	xylan degradation
NCU01902.5	7000006085104813	7000007580548199	NCU01902.7	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
NCU01905.5	7000006085104789	7000007580565921	NCU01905.7	PWY-4101	sorbitol degradation I
NCU01965.5	7000006085183273	7000007580572386	NCU01965.7	TRNA-CHARGING-PWY-1	tRNA charging pathway
NCU01985.5	7000006085177043	7000007580540935	NCU01985.7	PWY-5340	sulfate activation for sulfonation
NCU02004.5	7000006085173721	7000007580572301	NCU02004.7	SERSYN-PWY	serine biosynthesis
NCU02005.5	7000006085173712	7000007580552145	NCU02005.7	SO4ASSIM-PWY	sulfate reduction I (assimilatory)
NCU02005.5	7000006085173712	7000007580552145	NCU02005.7	SO4ASSIM-PWY-1	sulfate reduction I (assimilatory) - variant
NCU02010.5	7000006085171135	7000007580583170	NCU02010.7	LEUSYN-PWY	leucine biosynthesis
NCU02083.5	7000006085104326	7000007580571630	NCU02083.7	PWY-6352	3-phosphoinositide biosynthesis
NCU02090.5	7000006085186409	7000007580574795	NCU02090.7	SALVADEHYPOX-PWY	salvage pathways of adenine, hypoxanthine, and their nucleosides
NCU02109.5	7000006085183151	7000007580541004	NCU02109.7	UDPNACETYLGALSYN-PWY	UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II
NCU02126.5	7000006085179647	7000007580540434	NCU02126.7	LEU-DEG2-PWY	leucine degradation I
NCU02127.5	7000006085179633	7000007580540283	NCU02127.7	LEU-DEG2-PWY	leucine degradation I
NCU02133.5	7000006085176826	7000007580559307	NCU02133.7	DETOX1-PWY	superoxide radicals degradation
NCU02136.5	7000006085176792	7000007580574521	NCU02136.7	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)
NCU02136.5	7000006085176792	7000007580574521	NCU02136.7	NONOXIPENT-PWY-1	pentose phosphate pathway (non-oxidative branch)
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY3O-4108-1	tyrosine degradation III
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY-5079	phenylalanine degradation III
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY-5078	isoleucine degradation II
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY-5768	pyruvate fermentation to acetate VIII
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY2T-9	cellulose conversion to ethanol
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY-5486	pyruvate fermentation to ethanol II
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY2T-11	xylose conversion to ethanol
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY2T-1450	xylose fermentation
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY-5057	valine degradation II
NCU02193.5	7000006085099617	7000007580543895	NCU02193.7	PWY-5076	leucine degradation III
NCU02226.5	7000006085100641	7000007580539872	NCU02226.7	PWY-4361	methionine salvage I
NCU02234.5	7000006085101794	7000007580547574	NCU02234.7	PWY2T-39	cell wall integrity signaling pathway
NCU02252.5	7000006085099684	7000007580584853	NCU02252.7	PWY2T-1450	xylose fermentation
NCU02252.5	7000006085099684	7000007580584853	NCU02252.7	PWY-5484	glycolysis II
NCU02252.5	7000006085099684	7000007580584853	NCU02252.7	GLUCONEO-PWY	gluconeogenesis I
NCU02252.5	7000006085099684	7000007580584853	NCU02252.7	GLYCOLYSIS-1	glycolysis I
NCU02274.5	7000006085100079	7000007580551651	NCU02274.7	PWY-2161	folate polyglutamylation I
NCU02274.5	7000006085100079	7000007580551651	NCU02274.7	GLYSYN-PWY	glycine biosynthesis I
NCU02274.5	7000006085100079	7000007580551651	NCU02274.7	PWY-5497	purine nucleotides degradation IV (anaerobic)
