geneid	funcatid	funcattermname	pubmedid	evidencecode
NCU04802	42.19	peroxisome	PMID:15486203	IEA
NCU04803	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU04803	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU04803	20.01.15	electron transport	PMID:15486203	IEA
NCU04806	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU04807	32.01	stress response	PMID:15486203	IEA
NCU04815	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU04815	16.17.09	heavy metal binding (Cu, Fe, Zn)	PMID:15486203	IEA
NCU04817	01.20.19.01	metabolism of porphyrins	PMID:15486203	IEA
NCU04817	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU04817	70.16.05	mitochondrial inner membrane	PMID:15486203	IEA
NCU04818	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU04819	20.01.01.01.01	heavy metal ion transport (Cu+, Fe3+, etc.)	PMID:15486203	IEA
NCU04819	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU04823	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU04823	02.16.01	alcohol fermentation	PMID:15486203	IEA
NCU04830	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU04830	16.03.01	DNA binding	PMID:15486203	IEA
NCU04830	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU04834	30.05	transmembrane signal transduction	PMID:15486203	IEA
NCU04834	34.11	cellular sensing and response to external stimulus	PMID:15486203	IEA
NCU04841	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU04841	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU04841	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU04841	42.01	cell wall	PMID:15486203	IEA
NCU04841	42.08	Golgi	PMID:15486203	IEA
NCU04841	70.08	Golgi	PMID:15486203	IEA
NCU04847	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU04854	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU04859	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU04865	01.20.05.11	metabolism of polyketides	PMID:15486203	IEA
NCU04865	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU04866	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU04866	11.02.03.04.01	transcription activation	PMID:15486203	IEA
NCU04866	16.03.01	DNA binding	PMID:15486203	IEA
NCU04870	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU04870	01.25.07	extracellular ester compound degradation	PMID:15486203	IEA
NCU04874	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU04874	70.16	mitochondrion	PMID:15486203	IEA
NCU04887	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU04887	40.01	cell growth / morphogenesis	PMID:15486203	IEA
NCU04887	70.08	Golgi	PMID:15486203	IEA
NCU04898	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU04898	20.03.22	transport ATPases	PMID:15486203	IEA
NCU04898	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU04899	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU04899	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU04899	70.16	mitochondrion	PMID:15486203	IEA
NCU04902	20.03.02.03	antiporter	PMID:15486203	IEA
NCU04902	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU04902	34.01.01.03	homeostasis of protons	PMID:15486203	IEA
NCU04930	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU04935	16.19.05	GTP binding	PMID:15486203	IEA
NCU04935	32.05.03	defense related proteins	PMID:15486203	IEA
NCU04936	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU04936	42.01	cell wall	PMID:15486203	IEA
NCU04938	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU04938	01.20	secondary metabolism	PMID:15486203	IEA
NCU04942	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU04942	20.09.18	cellular import	PMID:15486203	IEA
NCU04942	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU04943	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU04943	70.08	Golgi	PMID:15486203	IEA
NCU04944	01.07.01	biosynthesis of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU04952	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU04953	01.25.03	extracellular protein degradation	PMID:15486203	IEA
NCU04953	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU04953	70.27	extracellular / secretion proteins	PMID:15486203	IEA
NCU04959	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU04959	42.01	cell wall	PMID:15486203	IEA
NCU04963	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU04963	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU04963	20.09.18	cellular import	PMID:15486203	IEA
NCU04963	34.11.12	perception of nutrients and nutritional adaptation	PMID:15486203	IEA
NCU04987	01.04.04	regulation of phosphate metabolism	PMID:15486203	IEA
NCU04987	01.06.10	regulation of lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05000	01.20.36	non-ribosomal peptide synthesis	PMID:15486203	IEA
NCU05000	20.01.01.01.01.01	siderophore-iron transport	PMID:15486203	IEA
NCU05000	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU05008	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05008	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU05008	16.13.03	fatty acid binding (e.g. acyl-carrier protein)	PMID:15486203	IEA
NCU05008	70.16	mitochondrion	PMID:15486203	IEA
NCU05009	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU05009	70.16	mitochondrion	PMID:15486203	IEA
NCU05011	01.20.05.11	metabolism of polyketides	PMID:15486203	IEA
NCU05011	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU05029	16.19.03	ATP binding	PMID:15486203	IEA
NCU05029	20.03.25	ABC transporters	PMID:15486203	IEA
NCU05029	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU05029	70.16	mitochondrion	PMID:15486203	IEA
NCU05038	01.06.06	isoprenoid metabolism	PMID:15486203	IEA
NCU05042	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05042	01.20	secondary metabolism	PMID:15486203	IEA
NCU05045	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU05045	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU05046	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU05046	20.03.22	transport ATPases	PMID:15486203	IEA
NCU05046	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU05046	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05049	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU05050	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05059	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05064	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU05068	20.01.13	lipid/fatty acid transport	PMID:15486203	IEA
NCU05068	20.03.22	transport ATPases	PMID:15486203	IEA
NCU05071	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05077	32.07	detoxification	PMID:15486203	IEA
NCU05077	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU05079	20.01.09	peptide transport	PMID:15486203	IEA
NCU05079	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU05089	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU05089	20.03	transport facilities	PMID:15486203	IEA
NCU05094	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05095	12.10	aminoacyl-tRNA-synthetases	PMID:15486203	IEA
NCU05098	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05098	70.08	Golgi	PMID:15486203	IEA
NCU05104	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05115	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU05115	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU05118	20.03.22	transport ATPases	PMID:15486203	IEA
NCU05118	70.25	vacuole or lysosome	PMID:15486203	IEA
NCU05119	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU05119	70.16	mitochondrion	PMID:15486203	IEA
NCU05120	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU05120	70.10	nucleus	PMID:15486203	IEA
NCU05121	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05127	01.01	amino acid metabolism	PMID:15486203	IEA
NCU05128	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05128	16.21.01	heme binding	PMID:15486203	IEA
NCU05129	01.01.09.06.01	biosynthesis of tryptophan	PMID:15486203	IEA
NCU05133	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05136	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05143	32.01	stress response	PMID:15486203	IEA
NCU05151	02.07	pentose-phosphate pathway	PMID:15486203	IEA
NCU05153	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05154	20.01.01.01	cation transport (H+, Na+, K+, Ca2+ , NH4+, etc.)	PMID:15486203	IEA
NCU05154	20.03.22	transport ATPases	PMID:15486203	IEA
NCU05154	34.01.01.01	homeostasis of metal ions (Na, K, Ca etc.)	PMID:15486203	IEA
NCU05154	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05159	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05159	16.05	polysaccharide binding	PMID:15486203	IEA
NCU05164	01.20.19.01	metabolism of porphyrins	PMID:15486203	IEA
NCU05169	32.01.01	oxidative stress response	PMID:15486203	IEA
NCU05169	32.07.07.01	catalase reaction	PMID:15486203	IEA
NCU05180	16.01	protein binding	PMID:15486203	IEA
NCU05180	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU05185	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05185	02.25	oxidation of fatty acids	PMID:15486203	IEA
NCU05187	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU05187	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05188	01.20	secondary metabolism	PMID:15486203	IEA
NCU05192	01.20	secondary metabolism	PMID:15486203	IEA
NCU05195	20.09.13	vacuolar/lysosomal transport	PMID:15486203	IEA
NCU05196	32.01	stress response	PMID:15486203	IEA
NCU05198	20.01.07	amino acid/amino acid derivatives transport	PMID:15486203	IEA
NCU05198	20.01.13	lipid/fatty acid transport	PMID:15486203	IEA
NCU05198	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU05198	34.11.03.13	osmosensing and response	PMID:15486203	IEA
NCU05198	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05204	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU05204	14.07.05	modification by ubiquitination, deubiquitination	PMID:15486203	IEA
NCU05204	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05206	16.19.05	GTP binding	PMID:15486203	IEA
NCU05206	30.01.05.05	G-protein mediated signal transduction	PMID:15486203	IEA
NCU05206	43.01.03.07	development of conidia	PMID:15486203	IEA
NCU05207	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU05207	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU05207	32.07.05	detoxification by export	PMID:15486203	IEA
NCU05209	32.07	detoxification	PMID:15486203	IEA
NCU05210	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU05210	16.03.01	DNA binding	PMID:15486203	IEA
NCU05210	70.10	nucleus	PMID:15486203	IEA
NCU05217	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU05218	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU05218	10.01.09.05	DNA conformation modification (e.g. chromatin)	PMID:15486203	IEA
NCU05218	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU05218	14.07.04	modification by acetylation, deacetylation	PMID:15486203	IEA
NCU05221	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU05221	20.01.15	electron transport	PMID:15486203	IEA
NCU05221	70.16	mitochondrion	PMID:15486203	IEA
NCU05225	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU05225	70.16	mitochondrion	PMID:15486203	IEA
NCU05227	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU05227	14.13.01	cytoplasmic and nuclear protein degradation	PMID:15486203	IEA
NCU05235	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU05235	70.03	cytoplasm	PMID:15486203	IEA
NCU05239	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05245	14.10	assembly of protein complexes	PMID:15486203	IEA
NCU05245	70.19	peroxisome	PMID:15486203	IEA
NCU05246	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU05250	10.03.04.03	chromosome condensation	PMID:15486203	IEA
NCU05251	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU05259	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05261	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05261	32.01.05	heat shock response	PMID:15486203	IEA
NCU05261	70.16	mitochondrion	PMID:15486203	IEA
NCU05263	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU05264	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU05268	01.05.09.04	aminosaccharide anabolism	PMID:15486203	IEA
NCU05268	42.01	cell wall	PMID:15486203	IEA
NCU05270	12.04.01	translation initiation	PMID:15486203	IEA
NCU05274	12.04.01	translation initiation	PMID:15486203	IEA
NCU05275	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU05278	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05287	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU05287	70.16	mitochondrion	PMID:15486203	IEA
NCU05288	18.01.07	regulation by binding / dissociation	PMID:15486203	IEA
NCU05288	18.02.05	regulator of G-protein signalling	PMID:15486203	IEA
NCU05288	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU05290	01.03.04	pyrimidine nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU05291	14.07.04	modification by acetylation, deacetylation	PMID:15486203	IEA
NCU05292	32.01	stress response	PMID:15486203	IEA
NCU05293	11.04.01	rRNA processing	PMID:15486203	IEA
NCU05295	14.13.01.01	proteasomal degradation (ubiquitin/proteasomal pathway)	PMID:15486203	IEA
NCU05296	10.03.05.01	spindle pole body/centrosome and microtubule cycle	PMID:15486203	IEA
NCU05296	70.05	centrosome	PMID:15486203	IEA
NCU05298	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU05299	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU05299	02.13	respiration	PMID:15486203	IEA
NCU05299	70.16	mitochondrion	PMID:15486203	IEA
NCU05301	11.06.02	tRNA modification	PMID:15486203	IEA
NCU05302	16.19.05	GTP binding	PMID:15486203	IEA
NCU05304	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU05304	10.03.03	cytokinesis (cell division) /septum formation and hydrolysis	PMID:15486203	IEA
NCU05304	43.01.03.05	budding, cell polarity and filament formation	PMID:15486203	IEA
NCU05305	11.02.01	rRNA synthesis	PMID:15486203	IEA
NCU05305	11.02.02	tRNA synthesis	PMID:15486203	IEA
NCU05305	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU05305	70.10	nucleus	PMID:15486203	IEA
NCU05309	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU05309	16.01	protein binding	PMID:15486203	IEA
NCU05313	42.16	mitochondrion	PMID:15486203	IEA
NCU05313	70.16	mitochondrion	PMID:15486203	IEA
NCU05340	01.02	nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU05342	01.02.07	regulation of nitrogen, sulfur and selenium metabolism	PMID:15486203	IEA
NCU05345	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05347	70.10.03	chromosome	PMID:15486203	IEA
NCU05363	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05376	32.05.03	defense related proteins	PMID:15486203	IEA
NCU05385	10.01.05	DNA recombination and DNA repair	PMID:15486203	IEA
NCU05389	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05390	01.04	phosphate metabolism	PMID:15486203	IEA
NCU05390	20.01.01.07.07	phosphate transport	PMID:15486203	IEA
NCU05390	20.03	transport facilities	PMID:15486203	IEA
NCU05390	34.01.03.03	homeostasis of phosphate	PMID:15486203	IEA
NCU05390	70.16	mitochondrion	PMID:15486203	IEA
NCU05410	01.01	amino acid metabolism	PMID:15486203	IEA
NCU05417	11.02.03.04	transcriptional control	PMID:15486203	IEA
NCU05418	01.01.05	metabolism of urea cycle, creatine and polyamines	PMID:15486203	IEA
NCU05418	14.01	protein folding and stabilization	PMID:15486203	IEA
NCU05419	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05420	01.01.09	metabolism of the cysteine - aromatic group	PMID:15486203	IEA
NCU05423	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU05423	11.02.03.01	general transcription activities	PMID:15486203	IEA
NCU05423	70.10	nucleus	PMID:15486203	IEA
NCU05429	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05430	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU05430	02.45.15	energy generation (e.g. ATP synthase)	PMID:15486203	IEA
NCU05430	16.19.03	ATP binding	PMID:15486203	IEA
NCU05430	34.01.01.03	homeostasis of protons	PMID:15486203	IEA
NCU05430	70.16	mitochondrion	PMID:15486203	IEA
NCU05433	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU05433	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU05433	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU05435	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU05435	43.01.03	fungal and other eukaryotic cell type differentiation	PMID:15486203	IEA
NCU05435	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05452	11.02.03	mRNA synthesis	PMID:15486203	IEA
NCU05452	11.04.03.01	splicing	PMID:15486203	IEA
NCU05453	20.09.16	cellular export and secretion	PMID:15486203	IEA
NCU05454	02.01	glycolysis and gluconeogenesis	PMID:15486203	IEA
NCU05457	02.13.03	aerobic respiration	PMID:15486203	IEA
NCU05457	20.01.15	electron transport	PMID:15486203	IEA
NCU05457	20.03	transport facilities	PMID:15486203	IEA
NCU05459	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05485	14.07.03	modification by phosphorylation, dephosphorylation, autophosphorylation	PMID:15486203	IEA
NCU05485	30.01.05.01	protein kinase	PMID:15486203	IEA
NCU05485	34.11.11	rhythm (e.g. circadian, ultradian)	PMID:15486203	IEA
NCU05492	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU05492	32.07	detoxification	PMID:15486203	IEA
NCU05492	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05499	01.01.09.05.02	degradation of tyrosine	PMID:15486203	IEA
NCU05512	16.17.09	heavy metal binding (Cu, Fe, Zn)	PMID:15486203	IEA
NCU05512	34.01.01	homeostasis of cations	PMID:15486203	IEA
NCU05513	10.03.01	mitotic cell cycle and cell cycle control	PMID:15486203	IEA
NCU05513	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU05513	70.10	nucleus	PMID:15486203	IEA
NCU05514	20.09.07	vesicular transport (Golgi network, etc.)	PMID:15486203	IEA
NCU05514	70.08	Golgi	PMID:15486203	IEA
NCU05515	30.01	cellular signalling	PMID:15486203	IEA
NCU05515	70.16	mitochondrion	PMID:15486203	IEA
NCU05516	01.07.04	utilization of vitamins, cofactors, and prosthetic groups	PMID:15486203	IEA
NCU05516	14.07	protein modification	PMID:15486203	IEA
NCU05517	10.01.03	DNA synthesis and replication	PMID:15486203	IEA
NCU05517	10.01.05.01	DNA repair	PMID:15486203	IEA
NCU05517	16.03.01	DNA binding	PMID:15486203	IEA
NCU05517	70.16	mitochondrion	PMID:15486203	IEA
NCU05518	01.20.17.03	metabolism of amines	PMID:15486203	IEA
NCU05518	70.03	cytoplasm	PMID:15486203	IEA
NCU05526	01.01.06.06.01	biosynthesis of lysine	PMID:15486203	IEA
NCU05526	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05526	70.16	mitochondrion	PMID:15486203	IEA
NCU05537	01.01.09.05.02	degradation of tyrosine	PMID:15486203	IEA
NCU05542	01.03.01	purin nucleotide/nucleoside/nucleobase metabolism	PMID:15486203	IEA
NCU05544	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05544	16.01	protein binding	PMID:15486203	IEA
NCU05544	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU05546	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU05546	32.07.05	detoxification by export	PMID:15486203	IEA
NCU05548	01.01	amino acid metabolism	PMID:15486203	IEA
NCU05554	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU05554	70.03	cytoplasm	PMID:15486203	IEA
NCU05558	01.06	lipid, fatty acid and isoprenoid metabolism	PMID:15486203	IEA
NCU05558	02.25	oxidation of fatty acids	PMID:15486203	IEA
NCU05558	70.19	peroxisome	PMID:15486203	IEA
NCU05564	42.19	peroxisome	PMID:15486203	IEA
NCU05564	70.19	peroxisome	PMID:15486203	IEA
NCU05577	01.05.02.07	sugar, glucoside, polyol and carboxylate catabolism	PMID:15486203	IEA
NCU05580	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU05580	32.07.05	detoxification by export	PMID:15486203	IEA
NCU05582	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05584	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05585	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU05585	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU05585	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05586	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05586	02.10	tricarboxylic-acid pathway (citrate cycle, Krebs cycle, TCA cycle)	PMID:15486203	IEA
NCU05587	42.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU05587	70.04.03	actin cytoskeleton	PMID:15486203	IEA
NCU05589	01.05.25	regulation of C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05589	16.01	protein binding	PMID:15486203	IEA
NCU05591	16.19.03	ATP binding	PMID:15486203	IEA
NCU05591	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU05591	20.03.25	ABC transporters	PMID:15486203	IEA
NCU05591	32.07.05	detoxification by export	PMID:15486203	IEA
NCU05591	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05595	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05597	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU05597	41.01	fungal/microorganismic development	PMID:15486203	IEA
NCU05601	01.20.19.01	metabolism of porphyrins	PMID:15486203	IEA
NCU05606	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05616	32.07.03	detoxification by modification	PMID:15486203	IEA
NCU05623	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU05623	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU05623	70.16	mitochondrion	PMID:15486203	IEA
NCU05624	01.01.06.01.01	biosynthesis of aspartate	PMID:15486203	IEA
NCU05624	01.01.06.02.02	degradation of asparagine	PMID:15486203	IEA
NCU05627	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU05627	20.09.18.07	non-vesicular cellular import	PMID:15486203	IEA
NCU05627	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05643	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05643	01.20	secondary metabolism	PMID:15486203	IEA
NCU05644	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU05644	14.07	protein modification	PMID:15486203	IEA
NCU05644	70.08	Golgi	PMID:15486203	IEA
NCU05645	11.04.03.01	splicing	PMID:15486203	IEA
NCU05650	14.04	protein targeting, sorting and translocation	PMID:15486203	IEA
NCU05650	20.09.01	nuclear transport	PMID:15486203	IEA
NCU05651	70.01	cell wall	PMID:15486203	IEA
NCU05653	01.05	C-compound and carbohydrate metabolism	PMID:15486203	IEA
NCU05686	42.01	cell wall	PMID:15486203	IEA
NCU05689	02.11	electron transport and membrane-associated energy conservation	PMID:15486203	IEA
NCU05689	02.13	respiration	PMID:15486203	IEA
NCU05689	70.16	mitochondrion	PMID:15486203	IEA
NCU05693	16.19.05	GTP binding	PMID:15486203	IEA
NCU05708	01.05.11.07.01	aerobic aromate catabolism	PMID:15486203	IEA
NCU05710	32.01	stress response	PMID:15486203	IEA
NCU05714	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU05714	70.16	mitochondrion	PMID:15486203	IEA
NCU05717	12.01.01	ribosomal proteins	PMID:15486203	IEA
NCU05717	70.16	mitochondrion	PMID:15486203	IEA
NCU05720	01.05.09.04	aminosaccharide anabolism	PMID:15486203	IEA
NCU05720	70.07	endoplasmic reticulum	PMID:15486203	IEA
NCU05730	32.05.05	virulence, disease factors	PMID:15486203	IEA
NCU05731	20.01.15	electron transport	PMID:15486203	IEA
NCU05733	32.05.01.03	chemical agent resistance	PMID:15486203	IEA
NCU05735	20.01.27	drug/toxin transport	PMID:15486203	IEA
NCU05735	32.05.01.03	chemical agent resistance	PMID:15486203	IEA
NCU05735	32.07.05	detoxification by export	PMID:15486203	IEA
NCU05735	70.02	eukaryotic plasma membrane / membrane attached	PMID:15486203	IEA
NCU05750	01.03.16	polynucleotide degradation	PMID:15486203	IEA
NCU05751	01.05.03	polysaccharide metabolism	PMID:15486203	IEA
NCU05752	01.01.09.06.02	degradation of tryptophan	PMID:15486203	IEA
NCU05756	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05758	34.11.03.07	pheromone response, mating-type determination, sex-specific proteins	PMID:15486203	IEA
NCU05767	16.03.01	DNA binding	PMID:15486203	IEA
NCU05767	41.01.03.01	fruit body development (sexually or asexually derived spores)	PMID:15486203	IEA
NCU05770	32.07.07.01	catalase reaction	PMID:15486203	IEA
NCU05772	20.09.04	mitochondrial transport	PMID:15486203	IEA
NCU05772	70.16	mitochondrion	PMID:15486203	IEA
NCU05773	14.13	protein/peptide degradation	PMID:15486203	IEA
NCU05776	20.01.03	C-compound and carbohydrate transport	PMID:15486203	IEA
NCU05776	20.01.13	lipid/fatty acid transport	PMID:15486203	IEA
