_id	_src_grp	_src_tag	_status	_user	name_new	name_old	symbol_new	symbol_old	synonyms_new	synonyms_old	pubMedId	term_id	term_name
CA-34912	NC12_CALLGENES_FINAL_7	NCU09688	deleted	hmhood@ebs.ogi.edu	AP-1 complex-3	AP-1 complex subunit mu	ap1-3						
CA-34913	NC12_CALLGENES_FINAL_7	NCU08054	promoted	llarson@broad.mit.edu	glycosyl hydrolase family 3-2	glycosylhydrolase 3-2	gh3-2	gh3-2					
CA-34914	NC12_CALLGENES_FINAL_7	NCU08054	curated	hmhood@ebs.ogi.edu							24162785,23809652,24000093	GO:0034599,GO:0008422	cellular response to oxidative stress,beta-glucosidase activity
CA-34915	NC12_CALLGENES_FINAL_7	NCU08055	promoted	llarson@broad.mit.edu	zip-like-1	b-ZIP transcription factor IDI4	zip-1						
CA-34916	NC12_CALLGENES_FINAL_7	NCU08055	curated	hmhood@ebs.ogi.edu							15802524,15802524,21081763,22152473		
CA-34917	NC12_CALLGENES_FINAL_7	NCU09783	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	D-isomer specific 2-hydroxyacid dehydrogenase					19262566	GO:0009416	response to light stimulus
CA-34918	NC12_CALLGENES_FINAL_7	NCU09783	curated	hmhood@ebs.ogi.edu							22152473,22345350,23733042		
CA-34919	NC12_CALLGENES_FINAL_7	NCU09785	curated	hmhood@ebs.ogi.edu							22462823		
CA-34920	NC12_CALLGENES_FINAL_7	NCU06697	curated	hmhood@ebs.ogi.edu							22001287,23733042		
CA-34921	NC12_CALLGENES_FINAL_7	NCU08057	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to short chain dehydrogenase/reductase family	short chain dehydrogenase/reductase					19262566	GO:0009416	response to light stimulus
CA-34922	NC12_CALLGENES_FINAL_7	NCU08057	curated	hmhood@ebs.ogi.edu							22626843,23733042		
CA-34923	NC12_CALLGENES_FINAL_7	NCU01426	curated	hmhood@ebs.ogi.edu							22345350,22462823		
CA-34924	NC12_CALLGENES_FINAL_7	NCU09415	curated	hmhood@ebs.ogi.edu							19696111,22474347,22532664,23589521		
CA-34925	NC12_CALLGENES_FINAL_7	NCU11109	promoted	hmhood@ebs.ogi.edu	protein ORM1	ORM1						GO:0005783,GO:0006986	endoplasmic reticulum,response to unfolded protein
CA-34926	NC12_CALLGENES_FINAL_7	NCU11109	curated	hmhood@ebs.ogi.edu							22001287		
CA-34927	NC12_CALLGENES_FINAL_7	NCU03838	deleted	hmhood@ebs.ogi.edu	transcription elongation factor-2	transcription elongation factor spt-4	trf-2						
CA-34928	NC12_CALLGENES_FINAL_7	NCU09007	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19520721		
CA-34929	NC12_CALLGENES_FINAL_7	NCU09007	curated	hmhood@ebs.ogi.edu							22152473,22345350,22469835		
CA-34930	NC12_CALLGENES_FINAL_7	NCU09130	curated	hmhood@ebs.ogi.edu							22469835,23809652	GO:0034599	cellular response to oxidative stress
CA-34931	NC12_CALLGENES_FINAL_7	NCU09008	curated	hmhood@ebs.ogi.edu							22152473,22469835		
CA-34932	NC12_CALLGENES_FINAL_7	NCU03989	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	ADP,ATP carrier protein					12180913,19520721		
CA-34933	NC12_CALLGENES_FINAL_7	NCU03989	curated	hmhood@ebs.ogi.edu		ADP,ATP carrier protein					22152473		
CA-34934	NC12_CALLGENES_FINAL_7	NCU09412	curated	hmhood@ebs.ogi.edu							22462823		
CA-34935	NC12_CALLGENES_FINAL_7	NCU03646	curated	hmhood@ebs.ogi.edu							16287898,20870880,22961396		
CA-34936	NC12_CALLGENES_FINAL_7	NCU11292	curated	hmhood@ebs.ogi.edu							22445960,23530226		
CA-34937	NC12_CALLGENES_FINAL_7	NCU08339	curated	hmhood@ebs.ogi.edu							22152473,23809652	GO:0034599	cellular response to oxidative stress
CA-34938	NC12_CALLGENES_FINAL_7	NCU11291	curated	hmhood@ebs.ogi.edu							22001287,22445960,23530226,23733042,23766336		
CA-34939	NC12_CALLGENES_FINAL_7	NCU00668	curated	hmhood@ebs.ogi.edu	rho guanyl nucleotide exchange factor 1	rho guanyl nucleotide exchange factor 1					19696111,20675579,22703449,22703449,22703449,22703449	GO:0000934,GO:0001411,GO:0005089,GO:0042814	porous cell septum,hyphal tip,Rho guanyl-nucleotide exchange factor activity,monopolar cell growth
CA-34940	NC12_CALLGENES_FINAL_7	NCU04096	curated	hmhood@ebs.ogi.edu							22345350,22626843,21354536,21965514,21965514,21965514,21965514	GO:0030448,GO:0000909,GO:0030437,GO:0048315,GO:0070787	hyphal growth,sporocarp development involved in sexual reproduction,ascospore formation,conidium formation,conidiophore development
CA-34941	NC12_CALLGENES_FINAL_7	NCU06923	promoted	hmhood@ebs.ogi.edu								GO:0004239,GO:0006508,GO:0022626	methionyl aminopeptidase activity,proteolysis,cytosolic ribosome
CA-34942	NC12_CALLGENES_FINAL_7	NCU06923	curated	hmhood@ebs.ogi.edu							22462823,24037267		
CA-34943	NC12_CALLGENES_FINAL_7	NCU01427	promoted	llarson@broad.mit.edu							1484489,4280980,7649389,8879235		
CA-34944	NC12_CALLGENES_FINAL_7	NCU01427	promoted	hmhood@ebs.ogi.edu	geranylgeranyl pyrophosphate synthetase	albino-3		al-3			10517328,11805052,12719523,14625272,16287715,16914525,18202366,1826006,19262566,19520721,7604041,7649389,7929398,8612589,9009271,9108272,9464568,2524647,9126619	GO:0009637,GO:0009416	response to blue light,response to light stimulus
CA-34945	NC12_CALLGENES_FINAL_7	NCU01427	curated	hmhood@ebs.ogi.edu							1453275,16663152,19696111,20026679,20709620,20733070,22345350,7815938,8350190	GO:0004311	farnesyltranstransferase activity
CA-34946	NC12_CALLGENES_FINAL_7	NCU03891	curated	hmhood@ebs.ogi.edu							22462823		
CA-34947	NC12_CALLGENES_FINAL_7	NCU03892	curated	hmhood@ebs.ogi.edu							21079689,22469835		
CA-34948	NC12_CALLGENES_FINAL_7	NCU08752	active	llarson@broad.mit.edu	carboxyl esterase-8	acetylcholinesterase	cea-8						
CA-34949	NC12_CALLGENES_FINAL_7	NCU08752	curated	hmhood@ebs.ogi.edu							22345350,22474347,22532664,23530226,23766336		
CA-34950	NC12_CALLGENES_FINAL_7	NCU02523	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					20018766		
CA-34951	NC12_CALLGENES_FINAL_7	NCU02523	curated	hmhood@ebs.ogi.edu							22462823,22469835,22955885,23809652	GO:0034599	cellular response to oxidative stress
CA-34952	NC12_CALLGENES_FINAL_7	NCU07576	curated	hmhood@ebs.ogi.edu							22001287		
CA-34953	NC12_CALLGENES_FINAL_7	NCU00857	curated	hmhood@ebs.ogi.edu							20675579		
CA-34954	NC12_CALLGENES_FINAL_7	NCU02641	curated	hmhood@ebs.ogi.edu							22469835,23809652	GO:0034599	cellular response to oxidative stress
CA-34955	NC12_CALLGENES_FINAL_7	NCU07577	curated	hmhood@ebs.ogi.edu							22001287		
CA-34956	NC12_CALLGENES_FINAL_7	NCU01276	promoted	hmhood@ebs.ogi.edu							15007097		
CA-34957	NC12_CALLGENES_FINAL_7	NCU03988	active	llarson@broad.mit.edu	cytoplasmic ribosomal protein-50	60S ribosomal protein L18	crp-50						
CA-34958	NC12_CALLGENES_FINAL_7	NCU03988	promoted	hmhood@ebs.ogi.edu							19230635,20018766	GO:0003735,GO:0006412,GO:0022625	structural constituent of ribosome,translation,cytosolic large ribosomal subunit
CA-34959	NC12_CALLGENES_FINAL_7	NCU03988	curated	hmhood@ebs.ogi.edu							19696111,22152473,22462823,23125351,23417067,23733042,24037267,23809652	GO:0034599	cellular response to oxidative stress
CA-34960	NC12_CALLGENES_FINAL_7	NCU10360	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19262566	GO:0009416	response to light stimulus
CA-34961	NC12_CALLGENES_FINAL_7	NCU10360	curated	hmhood@ebs.ogi.edu							22001287,22345350,23125351,23733042		
CA-34962	NC12_CALLGENES_FINAL_7	NCU00847	curated	hmhood@ebs.ogi.edu							21081763,23809652	GO:0034599	cellular response to oxidative stress
CA-34963	NC12_CALLGENES_FINAL_7	NCU09416	curated	hmhood@ebs.ogi.edu							22345350,22462823,22474347,22532664,23766336		
CA-34964	NC12_CALLGENES_FINAL_7	NCU03628	promoted	hmhood@ebs.ogi.edu							18676954,12960438	GO:0007163	establishment or maintenance of cell polarity
CA-34965	NC12_CALLGENES_FINAL_7	NCU00084	curated	hmhood@ebs.ogi.edu							22469835		
CA-34966	NC12_CALLGENES_FINAL_7	NCU08350	curated	hmhood@ebs.ogi.edu							22469835		
CA-34967	NC12_CALLGENES_FINAL_7	NCU00669	curated	hmhood@ebs.ogi.edu							22474347,24037267,23809652	GO:0034599	cellular response to oxidative stress
CA-34968	NC12_CALLGENES_FINAL_7	NCU07578	deleted	hmhood@ebs.ogi.edu	mitochondrial carrier-26	peroxisomal adenine nucleotide transporter 1	mic-26						
CA-34969	NC12_CALLGENES_FINAL_7	NCU09782	curated	hmhood@ebs.ogi.edu							22152473,23733042		
CA-34970	NC12_CALLGENES_FINAL_7	NCU07513	promoted	d-ebbole@tamu.edu	conserved hypothetical protein	hypothetical protein							
CA-34971	NC12_CALLGENES_FINAL_7	NCU07513	curated	hmhood@ebs.ogi.edu							20675579		
CA-34972	NC12_CALLGENES_FINAL_7	NCU05494	curated	hmhood@ebs.ogi.edu							19696111,22469835		
CA-34973	NC12_CALLGENES_FINAL_7	NCU03837	promoted	hmhood@ebs.ogi.edu	predicted protein	Snf1 kinase complex beta-subunit Gal83					19520721		
CA-34974	NC12_CALLGENES_FINAL_7	NCU00577	curated	hmhood@ebs.ogi.edu							22462823,23809652	GO:0034599	cellular response to oxidative stress
CA-34975	NC12_CALLGENES_FINAL_7	NCU08062	deleted	hmhood@ebs.ogi.edu	cytochrome P450-like-17	cytochrome P450 monooxygenase	cyp450-17						
CA-34976	NC12_CALLGENES_FINAL_7	NCU03168	promoted	llarson@broad.mit.edu	aspartyl protease-5	aspartic-type endopeptidase	apr-5				15007097		
CA-34977	NC12_CALLGENES_FINAL_7	NCU03168	deleted	hmhood@ebs.ogi.edu	aspartyl protease-5	aspartic-type endopeptidase	apr-5						
CA-34978	NC12_CALLGENES_FINAL_7	NCU05495	promoted	Randy.Lambreghts@Dartmouth.edu	ccg-16	clock-controlled gene-16		ccg-16			14597725,16731655		
CA-34979	NC12_CALLGENES_FINAL_7	NCU05495	promoted	hmhood@ebs.ogi.edu	ccg-16	clock-controlled gene-16		ccg-16			18769678,19520721,20018766,18400178,14599890	GO:0030246,GO:0010034	carbohydrate binding,response to acetate
CA-34980	NC12_CALLGENES_FINAL_7	NCU05495	curated	hmhood@ebs.ogi.edu	clock-controlled gene-16	clock-controlled gene-16					19696111,22001288,22152473,22345350,22445960,22462823,22469835,22590528,24037267,23809652	GO:0034599	cellular response to oxidative stress
CA-34981	NC12_CALLGENES_FINAL_7	NCU08063	curated	hmhood@ebs.ogi.edu							16801547,21081763,22469835,23125351,24037267		
CA-34982	NC12_CALLGENES_FINAL_7	NCU00575	promoted	hmhood@ebs.ogi.edu							19520721,19262566	GO:0009416	response to light stimulus
CA-34983	NC12_CALLGENES_FINAL_7	NCU00575	curated	hmhood@ebs.ogi.edu							22445960,22462823,22474347,22626843,24037267		
CA-34984	NC12_CALLGENES_FINAL_7	NCU00576	curated	hmhood@ebs.ogi.edu							22445960,22469835		
CA-34985	NC12_CALLGENES_FINAL_7	NCU02526	curated	hmhood@ebs.ogi.edu							22152473,22445960,23809652	GO:0034599	cellular response to oxidative stress
CA-34986	NC12_CALLGENES_FINAL_7	NCU04541	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to SNF7 family protein	SNF7 family protein					19520721	GO:0016563	transcription activator activity
CA-34987	NC12_CALLGENES_FINAL_7	NCU04541	curated	hmhood@ebs.ogi.edu							22152473,23125351		
CA-34988	NC12_CALLGENES_FINAL_7	NCU04540	promoted	llarson@broad.mit.edu		F-box/WD-40 domain containing protein-1							
CA-34989	NC12_CALLGENES_FINAL_7	NCU04540	promoted	hmhood@ebs.ogi.edu							16246019,17240982,17947430,19506251,12941694,12941694,15961524	GO:0016567,GO:0042752,GO:0019005	protein ubiquitination,regulation of circadian rhythm,SCF ubiquitin ligase complex
CA-34990	NC12_CALLGENES_FINAL_7	NCU04540	curated	hmhood@ebs.ogi.edu							20159972,21151958,21300798,21707668,22589747		
CA-34991	NC12_CALLGENES_FINAL_7	NCU01070	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19520721		
CA-34992	NC12_CALLGENES_FINAL_7	NCU03647	curated	hmhood@ebs.ogi.edu							22445960,23809652	GO:0034599	cellular response to oxidative stress
CA-34993	NC12_CALLGENES_FINAL_7	NCU00848	curated	hmhood@ebs.ogi.edu							22445960		
CA-34994	NC12_CALLGENES_FINAL_7	NCU00579	curated	hmhood@ebs.ogi.edu							22001287,22152473		
CA-34995	NC12_CALLGENES_FINAL_7	NCU05493	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					20018766		
CA-34996	NC12_CALLGENES_FINAL_7	NCU05493	curated	hmhood@ebs.ogi.edu							22345350,22462823,22469835,23125351,23733042		
CA-34997	NC12_CALLGENES_FINAL_7	NCU09013	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to domain protein	UPF0047 domain-containing protein						GO:0005634,GO:0005829,GO:0045132	nucleus,cytosol,meiotic chromosome segregation
CA-34998	NC12_CALLGENES_FINAL_7	NCU09013	curated	hmhood@ebs.ogi.edu							19696111,22345350,23589521		
CA-34999	NC12_CALLGENES_FINAL_7	NCU03629	curated	hmhood@ebs.ogi.edu							22152473,23809652	GO:0034599	cellular response to oxidative stress
CA-35000	NC12_CALLGENES_FINAL_7	NCU03166	promoted	llarson@broad.mit.edu							126229,1425606,149924,153898,154055,1834935,1834936,2521371,5127402,6456169,7500991,7523879,7678887		
CA-35001	NC12_CALLGENES_FINAL_7	NCU03166	promoted	hmhood@ebs.ogi.edu	phosphoribosylaminoimidazole-succinocarboxamide synthase	adenine-3A		ad-3A			12547396	GO:0004639,GO:0005634,GO:0005737,GO:0006164,GO:0006189	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity,nucleus,cytoplasm,purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process
CA-35002	NC12_CALLGENES_FINAL_7	NCU03166	curated	hmhood@ebs.ogi.edu							1373846,1381467,16287898,19696111,2138248,23589521,23733042,23935467,24037267,6163076,7739603,7870102,7898502,23809652	GO:0034599	cellular response to oxidative stress
CA-35003	NC12_CALLGENES_FINAL_7	NCU00578	promoted	hmhood@ebs.ogi.edu	peptidyl-prolyl cis-trans isomerase ppi1	peptidyl-prolyl cis-trans isomerase-like 1						GO:0005515,GO:0005634,GO:0005829	protein binding,nucleus,cytosol
CA-35004	NC12_CALLGENES_FINAL_7	NCU00578	deleted	hmhood@ebs.ogi.edu	peptidyl-prolyl isomerase-1	peptidyl-prolyl cis-trans isomerase-like 1	ppi-1						
CA-35005	NC12_CALLGENES_FINAL_7	NCU02524	curated	hmhood@ebs.ogi.edu							16287898,22445960		
CA-35006	NC12_CALLGENES_FINAL_7	NCU01169	promoted	hmhood@ebs.ogi.edu			nuo24	nuo24			15863099,15863099,15863099,15863099	GO:0005739,GO:0005747,GO:0006116,GO:0009055	mitochondrion,mitochondrial respiratory chain complex I,NADH oxidation,electron carrier activity
CA-35007	NC12_CALLGENES_FINAL_7	NCU01169	promoted	llarson@broad.mit.edu			nuo24	nuo24			7947902		
CA-35008	NC12_CALLGENES_FINAL_7	NCU01169	promoted	hmhood@ebs.ogi.edu			nuo24	nuo24			10491161,10491161,11014810	GO:0008137,GO:0042652,GO:0030437	NADH dehydrogenase (ubiquinone) activity,mitochondrial respiratory chain complex I, peripheral segment,ascospore formation
CA-35009	NC12_CALLGENES_FINAL_7	NCU01169	curated	hmhood@ebs.ogi.edu							16287898,19696111,23589521,23935467,21145408	GO:0005739	mitochondrion
CA-35010	NC12_CALLGENES_FINAL_7	NCU09410	curated	hmhood@ebs.ogi.edu							22462823		
CA-35011	NC12_CALLGENES_FINAL_7	NCU01448	curated	hmhood@ebs.ogi.edu							22469835		
CA-35012	NC12_CALLGENES_FINAL_7	NCU00441	curated	hmhood@ebs.ogi.edu							22001287,22152473		
CA-35013	NC12_CALLGENES_FINAL_7	NCU01068	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	BAR domain-containing protein					19230635		
CA-35014	NC12_CALLGENES_FINAL_7	NCU01068	curated	hmhood@ebs.ogi.edu							16287898,20876563,22152473,22345350,22474347		
CA-35015	NC12_CALLGENES_FINAL_7	NCU10008	curated	llarson@broad.mit.edu							15522735		
CA-35016	NC12_CALLGENES_FINAL_7	NCU10008	promoted	hmhood@ebs.ogi.edu	fumarate hydratase, mitochondrial precursor	tricarboxylic acid-14		tca-14			17873079	GO:0005739,GO:0004333,GO:0005737,GO:0006106	mitochondrion,fumarate hydratase activity,cytoplasm,fumarate metabolic process
CA-35017	NC12_CALLGENES_FINAL_7	NCU10008	curated	hmhood@ebs.ogi.edu	fumarate hydratase	tricarboxylic acid-14		tca-14			19696111,21145408,23589521,23935467,23809652	GO:0034599	cellular response to oxidative stress
CA-35018	NC12_CALLGENES_FINAL_7	NCU03003	curated	hmhood@ebs.ogi.edu							19696111,22469835,23125351,23589521		
CA-35019	NC12_CALLGENES_FINAL_7	NCU08903	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	Nop10 family nucleolar RNA-binding protein						GO:0006364,GO:0003723,GO:0005732,GO:0031118,GO:0031120	rRNA processing,RNA binding,small nucleolar ribonucleoprotein complex,rRNA pseudouridine synthesis,snRNA pseudouridine synthesis
CA-35020	NC12_CALLGENES_FINAL_7	NCU08903	deleted	hmhood@ebs.ogi.edu	ribosome biogenesis-20	Nop10 family nucleolar RNA-binding protein	rbg-20						
CA-35021	NC12_CALLGENES_FINAL_7	NCU08535	promoted	hmhood@ebs.ogi.edu								GO:0003989,GO:0004075,GO:0005739,GO:0005789,GO:0006606	acetyl-CoA carboxylase activity,biotin carboxylase activity,mitochondrion,endoplasmic reticulum membrane,protein import into nucleus
CA-35022	NC12_CALLGENES_FINAL_7	NCU08535	curated	hmhood@ebs.ogi.edu							19696111,20716356,22001288,22462823,23125351,23589521,23935467,24037267,23809652	GO:0034599	cellular response to oxidative stress
CA-35023	NC12_CALLGENES_FINAL_7	NCU05490	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19520721,20018766,19262566	GO:0009416	response to light stimulus
CA-35024	NC12_CALLGENES_FINAL_7	NCU05490	curated	hmhood@ebs.ogi.edu							19696111,20519745,22345350,22462823,22626843,23733042,24037267,23809652	GO:0034599	cellular response to oxidative stress
CA-35025	NC12_CALLGENES_FINAL_7	NCU01140	promoted	hmhood@ebs.ogi.edu	NAD(P) transhydrogenase, mitochondrial precursor	NAD(P) transhydrogenase					20018766		
CA-35026	NC12_CALLGENES_FINAL_7	NCU01140	curated	hmhood@ebs.ogi.edu							16287898,19696111,21980519,22001287,22345350,22462823,22590528,23589521,23809652	GO:0034599	cellular response to oxidative stress
CA-35027	NC12_CALLGENES_FINAL_7	NCU06696	curated	hmhood@ebs.ogi.edu							22462823		
CA-35028	NC12_CALLGENES_FINAL_7	NCU03164	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	two-component system response regulator					14665450,19520721		
CA-35029	NC12_CALLGENES_FINAL_7	NCU07883	curated	hmhood@ebs.ogi.edu							19696111,22345350,22462823		
CA-35030	NC12_CALLGENES_FINAL_7	NCU03894	curated	hmhood@ebs.ogi.edu							22813893,23173086,23809652,21965514,21965514	GO:0034599,GO:0006979,GO:0030448	cellular response to oxidative stress,response to oxidative stress,hyphal growth
CA-35031	NC12_CALLGENES_FINAL_7	NCU03163	curated	hmhood@ebs.ogi.edu							22345350		
CA-35032	NC12_CALLGENES_FINAL_7	NCU00607	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					20018766		
CA-35033	NC12_CALLGENES_FINAL_7	NCU00607	curated	hmhood@ebs.ogi.edu							19696111,22462823		
CA-35034	NC12_CALLGENES_FINAL_7	NCU04058	curated	hmhood@ebs.ogi.edu							22445960,23809652	GO:0034599	cellular response to oxidative stress
CA-35035	NC12_CALLGENES_FINAL_7	NCU03893	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	short-chain dehydrogenase/reductase SDR					19520721		
CA-35036	NC12_CALLGENES_FINAL_7	NCU03893	curated	hmhood@ebs.ogi.edu							19696111,22001288,22345350,22462823,23589521,21145408	GO:0005739	mitochondrion
CA-35037	NC12_CALLGENES_FINAL_7	NCU00849	curated	hmhood@ebs.ogi.edu							22445960,23733042		
CA-35038	NC12_CALLGENES_FINAL_7	NCU02525	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					19520721		
CA-35039	NC12_CALLGENES_FINAL_7	NCU02525	curated	hmhood@ebs.ogi.edu							22469835		
CA-35040	NC12_CALLGENES_FINAL_7	NCU09407	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	patatin family phospholipase					20018766		
CA-35041	NC12_CALLGENES_FINAL_7	NCU00608	curated	hmhood@ebs.ogi.edu	acyl-CoA synthetase-4	AMP-binding enzyme	acs-4				21980519,22345350,23873861,23809652	GO:0005739,GO:0034599	mitochondrion,cellular response to oxidative stress
CA-35042	NC12_CALLGENES_FINAL_7	NCU01069	promoted	E.Kalkman@gmail.com	conserved hypothetical protein	amphiphysin-like-1		amph-1					
CA-35043	NC12_CALLGENES_FINAL_7	NCU01069	promoted	hmhood@ebs.ogi.edu	Amphiphysin-like, reduced viability upon starvation protein 161 rvs161p	amphiphysin-like-1		amph-1				GO:0005096,GO:0005515,GO:0006897,GO:0007015,GO:0007264	GTPase activator activity,protein binding,endocytosis,actin filament organization,small GTPase mediated signal transduction
CA-35044	NC12_CALLGENES_FINAL_7	NCU01069	curated	hmhood@ebs.ogi.edu							21666072,22646057	GO:0000768,GO:0030448	syncytium formation by plasma membrane fusion,hyphal growth
CA-35045	NC12_CALLGENES_FINAL_7	NCU00440	promoted	Katherine.Borkovich@ucr.edu							12455986,15007097,15082543,15186425,15701799		
CA-35046	NC12_CALLGENES_FINAL_7	NCU00440	promoted	hmhood@ebs.ogi.edu							10072319,12456011,19696111,9872952,12455986,12455986	GO:0000909,GO:0048315	sporocarp development involved in sexual reproduction,conidium formation
CA-35047	NC12_CALLGENES_FINAL_7	NCU00440	curated	hmhood@ebs.ogi.edu							16287898,21750256,22462823,23092920,24037267,15701799,22903975	GO:0031680,GO:0005834	G-protein beta/gamma-subunit complex,heterotrimeric G-protein complex
CA-35048	NC12_CALLGENES_FINAL_7	NCU04021	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	ABC transporter					19520721		
CA-35049	NC12_CALLGENES_FINAL_7	NCU04021	curated	hmhood@ebs.ogi.edu							19696111,22152473,23589521,24037267,20675579	GO:0009416	response to light stimulus
CA-35050	NC12_CALLGENES_FINAL_7	NCU04020	promoted	hmhood@ebs.ogi.edu							17449655,20018766	GO:0004824,GO:0005737,GO:0006430	lysine-tRNA ligase activity,cytoplasm,lysyl-tRNA aminoacylation
CA-35051	NC12_CALLGENES_FINAL_7	NCU04020	curated	hmhood@ebs.ogi.edu							19696111,22462823,23589521,23935467,24037267,23809652	GO:0034599	cellular response to oxidative stress
CA-35052	NC12_CALLGENES_FINAL_7	NCU08065	curated	hmhood@ebs.ogi.edu							22152473		
CA-35053	NC12_CALLGENES_FINAL_7	NCU03006	curated	llarson@broad.mit.edu							154056		
CA-35054	NC12_CALLGENES_FINAL_7	NCU03006	promoted	hmhood@ebs.ogi.edu	sterol 24-C-methyltransferase	ergosterol-4		erg-4			18676954	GO:0003838,GO:0005741,GO:0005783,GO:0005811,GO:0006696	sterol 24-C-methyltransferase activity,mitochondrial outer membrane,endoplasmic reticulum,lipid particle,ergosterol biosynthetic process
CA-35055	NC12_CALLGENES_FINAL_7	NCU03006	curated	hmhood@ebs.ogi.edu	sterol 24-C-methyltransferase	ergosterol-4		erg-4			16287898,19696111,20716356,22001287,22152473,23589521,23733042,24037267,23755044,23809652	GO:0060992,GO:0034599	response to fungicide,cellular response to oxidative stress
CA-35056	NC12_CALLGENES_FINAL_7	NCU08064	promoted	hmhood@ebs.ogi.edu	predicted protein	meiotically up-regulated 190 protein					19262566	GO:0009416	response to light stimulus
CA-35057	NC12_CALLGENES_FINAL_7	NCU08064	curated	hmhood@ebs.ogi.edu							22469835,22626843		
CA-35058	NC12_CALLGENES_FINAL_7	NCU09010	promoted	hmhood@ebs.ogi.edu	predicted protein	hypothetical protein					20018766		
CA-35059	NC12_CALLGENES_FINAL_7	NCU09010	curated	hmhood@ebs.ogi.edu							19696111,22152473,22345350		
CA-35060	NC12_CALLGENES_FINAL_7	NCU03004	promoted	llarson@broad.mit.edu							9290248		
CA-35061	NC12_CALLGENES_FINAL_7	NCU03004	promoted	hmhood@ebs.ogi.edu	pyruvate dehydrogenase E1 component	acetate-3		ace-3			19230635,20018766,17873079	GO:0005739,GO:0004739,GO:0005967,GO:0042645	mitochondrion,pyruvate dehydrogenase (acetyl-transferring) activity,mitochondrial pyruvate dehydrogenase complex,mitochondrial nucleoid
CA-35062	NC12_CALLGENES_FINAL_7	NCU03004	curated	hmhood@ebs.ogi.edu	acetate-3	acetate-3					16287898,19696111,21145408,23589521,23733042,23935467,24037267		
CA-35063	NC12_CALLGENES_FINAL_7	NCU08340	promoted	hmhood@ebs.ogi.edu							15007097	GO:0003924,GO:0005057,GO:0005515,GO:0005886	GTPase activity,receptor signaling protein activity,protein binding,plasma membrane
CA-35064	NC12_CALLGENES_FINAL_7	NCU08340	curated	hmhood@ebs.ogi.edu							16287898,23417067,20707002	GO:0009514	glyoxysome
CA-35065	NC12_CALLGENES_FINAL_7	NCU00667	promoted	llarson@broad.mit.edu									
CA-35066	NC12_CALLGENES_FINAL_7	NCU00667	promoted	bowman@biology.ucsc.edu							16857684		
CA-35067	NC12_CALLGENES_FINAL_7	NCU00667	promoted	hmhood@ebs.ogi.edu	vacuolar ATP synthase 16 kDa proteolipid subunit 2	vacuolar membrane ATPase-11		vma-11				GO:0000220,GO:0007035,GO:0016021,GO:0046961	vacuolar proton-transporting V-type ATPase, V0 domain,vacuolar acidification,integral to membrane,proton-transporting ATPase activity, rotational mechanism
CA-35068	NC12_CALLGENES_FINAL_7	NCU00667	curated	hmhood@ebs.ogi.edu							16287898,20675579,22001287		
CA-35069	NC12_CALLGENES_FINAL_7	NCU08066	promoted	hmhood@ebs.ogi.edu	hypothetical protein similar to amino acid transporter	amino acid transporter					19520721		
CA-35070	NC12_CALLGENES_FINAL_7	NCU08066	curated	hmhood@ebs.ogi.edu		amino acid transporter					19696111,22469835,23733042		
CA-35071	NC12_CALLGENES_FINAL_7	NCU07388	curated	hmhood@ebs.ogi.edu							22152473,22345350,24037267		
CA-35072	NC12_CALLGENES_FINAL_7	NCU07937	active	llarson@broad.mit.edu	glycosphingolipid-18	sphingoid long chain base kinase 4	gsl-18						
CA-35073	NC12_CALLGENES_FINAL_7	NCU07387	curated	hmhood@ebs.ogi.edu							22345350		
CA-35074	NC12_CALLGENES_FINAL_7	NCU16512	curated	hmhood@ebs.ogi.edu							22001287,22152473		
CA-35075	NC12_CALLGENES_FINAL_7	NCU07389	curated	hmhood@ebs.ogi.edu							19696111,22001287,22152473,22469835,24037267,23809652,21666072	GO:0034599,GO:0000768	cellular response to oxidative stress,syncytium formation by plasma membrane fusion
CA-35076	NC12_CALLGENES_FINAL_7	NCU09253	promoted	hmhood@ebs.ogi.edu	conserved hypothetical protein	DUF907 domain-containing protein					20018766		
